assembly	ident	qlen	queries	tool	hits	recall
GCF_000006945.2	82	250	315949	LexicMap	35294	11.17
GCF_000013425.1	82	250	179572	LexicMap	20707	11.53
GCF_000195955.2	82	250	281639	LexicMap	32032	11.37
GCF_000240185.1	82	250	361892	LexicMap	41679	11.52
GCF_001457635.1	82	250	134638	LexicMap	16803	12.48
GCF_008632635.1	82	250	253416	LexicMap	27857	10.99
GCF_018885085.1	82	250	260977	LexicMap	31865	12.21
GCF_022869705.1	82	250	183034	LexicMap	20523	11.21
GCF_000005845.2	82	500	145348	LexicMap	44412	30.56
GCF_000006765.1	82	500	196284	LexicMap	66508	33.88
GCF_000006945.2	82	500	154599	LexicMap	48416	31.32
GCF_000013425.1	82	500	88185	LexicMap	28270	32.06
GCF_000195955.2	82	500	138176	LexicMap	44369	32.11
GCF_000240185.1	82	500	178142	LexicMap	56974	31.98
GCF_001457635.1	82	500	66079	LexicMap	22712	34.37
GCF_008632635.1	82	500	124962	LexicMap	38430	30.75
GCF_018885085.1	82	500	128000	LexicMap	42206	32.97
GCF_022869705.1	82	500	89984	LexicMap	27623	30.70
GCF_000005845.2	82	1000	46417	LexicMap	26225	56.50
GCF_000006765.1	82	1000	62644	LexicMap	38286	61.12
GCF_000006945.2	82	1000	49512	LexicMap	28620	57.80
GCF_000013425.1	82	1000	28216	LexicMap	16389	58.08
GCF_000195955.2	82	1000	44117	LexicMap	25744	58.35
GCF_000240185.1	82	1000	56822	LexicMap	33438	58.85
GCF_001457635.1	82	1000	21114	LexicMap	12999	61.57
GCF_008632635.1	82	1000	39799	LexicMap	22529	56.61
GCF_018885085.1	82	1000	40957	LexicMap	24590	60.04
GCF_022869705.1	82	1000	28675	LexicMap	16347	57.01
GCF_000005845.2	82	2000	69637	LexicMap	57692	82.85
GCF_000006765.1	82	2000	93980	LexicMap	80919	86.10
GCF_000006945.2	82	2000	74301	LexicMap	62272	83.81
GCF_000013425.1	82	2000	42331	LexicMap	35626	84.16
GCF_000195955.2	82	2000	66183	LexicMap	55697	84.16
GCF_000240185.1	82	2000	85295	LexicMap	72206	84.65
GCF_001457635.1	82	2000	31673	LexicMap	27521	86.89
GCF_008632635.1	82	2000	59724	LexicMap	49526	82.92
GCF_018885085.1	82	2000	61449	LexicMap	52023	84.66
GCF_022869705.1	82	2000	43018	LexicMap	35880	83.41
GCF_000005845.2	83	250	295927	LexicMap	46764	15.80
GCF_000006765.1	83	250	400116	LexicMap	71041	17.76
GCF_000006945.2	83	250	316836	LexicMap	51810	16.35
GCF_000013425.1	83	250	180476	LexicMap	30334	16.81
GCF_000195955.2	83	250	282368	LexicMap	46989	16.64
GCF_000240185.1	83	250	363137	LexicMap	60703	16.72
GCF_001457635.1	83	250	134984	LexicMap	24348	18.04
GCF_008632635.1	83	250	254380	LexicMap	41561	16.34
GCF_018885085.1	83	250	261728	LexicMap	46206	17.65
GCF_022869705.1	83	250	183598	LexicMap	29813	16.24
GCF_000005845.2	83	500	145594	LexicMap	56153	38.57
GCF_000006765.1	83	500	196898	LexicMap	84143	42.73
GCF_000006945.2	83	500	155331	LexicMap	61260	39.44
GCF_000013425.1	83	500	88832	LexicMap	35387	39.84
GCF_000195955.2	83	500	138645	LexicMap	55689	40.17
GCF_000240185.1	83	500	178257	LexicMap	71545	40.14
GCF_001457635.1	83	500	66451	LexicMap	28454	42.82
GCF_008632635.1	83	500	125111	LexicMap	48483	38.75
GCF_018885085.1	83	500	128374	LexicMap	53242	41.47
GCF_022869705.1	83	500	89947	LexicMap	34891	38.79
GCF_000005845.2	83	1000	46417	LexicMap	30908	66.59
GCF_000006765.1	83	1000	62652	LexicMap	45021	71.86
GCF_000006945.2	83	1000	49510	LexicMap	33658	67.98
GCF_000013425.1	83	1000	28215	LexicMap	19255	68.24
GCF_000195955.2	83	1000	44116	LexicMap	30479	69.09
GCF_000240185.1	83	1000	56820	LexicMap	39174	68.94
GCF_001457635.1	83	1000	21110	LexicMap	15163	71.83
GCF_008632635.1	83	1000	39802	LexicMap	26757	67.23
GCF_018885085.1	83	1000	40962	LexicMap	28720	70.11
GCF_022869705.1	83	1000	28668	LexicMap	19204	66.99
GCF_000005845.2	83	2000	69635	LexicMap	62719	90.07
GCF_000006765.1	83	2000	93973	LexicMap	86909	92.48
GCF_000006945.2	83	2000	74285	LexicMap	67551	90.93
GCF_000013425.1	83	2000	42328	LexicMap	38470	90.89
GCF_000195955.2	83	2000	66181	LexicMap	60087	90.79
GCF_000240185.1	83	2000	85293	LexicMap	77957	91.40
GCF_001457635.1	83	2000	31674	LexicMap	29437	92.94
GCF_008632635.1	83	2000	59727	LexicMap	53894	90.23
GCF_018885085.1	83	2000	61454	LexicMap	56094	91.28
GCF_022869705.1	83	2000	43013	LexicMap	38794	90.19
GCF_000005845.2	84	250	297804	LexicMap	68111	22.87
GCF_000006765.1	84	250	402072	LexicMap	102716	25.55
GCF_000006945.2	84	250	318149	LexicMap	75064	23.59
GCF_000013425.1	84	250	181458	LexicMap	43814	24.15
GCF_000195955.2	84	250	282879	LexicMap	67853	23.99
GCF_000240185.1	84	250	364483	LexicMap	87766	24.08
GCF_001457635.1	84	250	135649	LexicMap	35357	26.07
GCF_008632635.1	84	250	255815	LexicMap	60197	23.53
GCF_018885085.1	84	250	262913	LexicMap	67526	25.68
GCF_022869705.1	84	250	184280	LexicMap	43522	23.62
GCF_000005845.2	84	500	146000	LexicMap	69633	47.69
GCF_000006765.1	84	500	197040	LexicMap	102921	52.23
GCF_000006945.2	84	500	155614	LexicMap	75695	48.64
GCF_000013425.1	84	500	88756	LexicMap	43900	49.46
GCF_000195955.2	84	500	138646	LexicMap	68952	49.73
GCF_000240185.1	84	500	179046	LexicMap	88891	49.65
GCF_001457635.1	84	500	66228	LexicMap	34560	52.18
GCF_008632635.1	84	500	124818	LexicMap	59956	48.03
GCF_018885085.1	84	500	128781	LexicMap	65568	50.91
GCF_022869705.1	84	500	90332	LexicMap	43538	48.20
GCF_000005845.2	84	1000	46415	LexicMap	35466	76.41
GCF_000006765.1	84	1000	62645	LexicMap	50517	80.64
GCF_000006945.2	84	1000	49511	LexicMap	38545	77.85
GCF_000013425.1	84	1000	28212	LexicMap	21867	77.51
GCF_000195955.2	84	1000	44113	LexicMap	34471	78.14
GCF_000240185.1	84	1000	56825	LexicMap	44515	78.34
GCF_001457635.1	84	1000	21110	LexicMap	17025	80.65
GCF_008632635.1	84	1000	39806	LexicMap	30453	76.50
GCF_018885085.1	84	1000	40959	LexicMap	32136	78.46
GCF_022869705.1	84	1000	28672	LexicMap	22011	76.77
GCF_000005845.2	84	2000	69639	LexicMap	66190	95.05
GCF_000006765.1	84	2000	93973	LexicMap	90690	96.51
GCF_000006945.2	84	2000	74283	LexicMap	70986	95.56
GCF_000013425.1	84	2000	42326	LexicMap	40397	95.44
GCF_000195955.2	84	2000	66180	LexicMap	63335	95.70
GCF_000240185.1	84	2000	85298	LexicMap	81690	95.77
GCF_001457635.1	84	2000	31673	LexicMap	30614	96.66
GCF_008632635.1	84	2000	59718	LexicMap	56786	95.09
GCF_018885085.1	84	2000	61447	LexicMap	58848	95.77
GCF_022869705.1	84	2000	43011	LexicMap	40989	95.30
GCF_000005845.2	85	250	298854	LexicMap	88823	29.72
GCF_000006765.1	85	250	402724	LexicMap	133456	33.14
GCF_000006945.2	85	250	319165	LexicMap	97549	30.56
GCF_000013425.1	85	250	181480	LexicMap	56385	31.07
GCF_000195955.2	85	250	283750	LexicMap	87527	30.85
GCF_000240185.1	85	250	366566	LexicMap	114351	31.20
GCF_001457635.1	85	250	135781	LexicMap	45244	33.32
GCF_008632635.1	85	250	256180	LexicMap	77808	30.37
GCF_018885085.1	85	250	263997	LexicMap	85988	32.57
GCF_022869705.1	85	250	184953	LexicMap	56013	30.28
GCF_000005845.2	85	500	145792	LexicMap	82951	56.90
GCF_000006765.1	85	500	197300	LexicMap	121551	61.61
GCF_000006945.2	85	500	155736	LexicMap	90211	57.93
GCF_000013425.1	85	500	88734	LexicMap	51551	58.10
GCF_000195955.2	85	500	139274	LexicMap	81609	58.60
GCF_000240185.1	85	500	179054	LexicMap	105736	59.05
GCF_001457635.1	85	500	66439	LexicMap	40783	61.38
GCF_008632635.1	85	500	124787	LexicMap	71198	57.06
GCF_018885085.1	85	500	128966	LexicMap	77244	59.89
GCF_022869705.1	85	500	90261	LexicMap	51555	57.12
GCF_000005845.2	85	1000	46418	LexicMap	39218	84.49
GCF_000006765.1	85	1000	62649	LexicMap	55538	88.65
GCF_000006945.2	85	1000	49512	LexicMap	42439	85.71
GCF_000013425.1	85	1000	28213	LexicMap	24086	85.37
GCF_000195955.2	85	1000	44115	LexicMap	37917	85.95
GCF_000240185.1	85	1000	56826	LexicMap	49027	86.28
GCF_001457635.1	85	1000	21112	LexicMap	18564	87.93
GCF_008632635.1	85	1000	39802	LexicMap	33700	84.67
GCF_018885085.1	85	1000	40962	LexicMap	35538	86.76
GCF_022869705.1	85	1000	28669	LexicMap	24234	84.53
GCF_000005845.2	85	2000	69629	LexicMap	68175	97.91
GCF_000006765.1	85	2000	93976	LexicMap	92719	98.66
GCF_000006945.2	85	2000	74288	LexicMap	72910	98.15
GCF_000013425.1	85	2000	42326	LexicMap	41489	98.02
GCF_000195955.2	85	2000	66182	LexicMap	64985	98.19
GCF_000240185.1	85	2000	85289	LexicMap	83874	98.34
GCF_001457635.1	85	2000	31672	LexicMap	31288	98.79
GCF_008632635.1	85	2000	59719	LexicMap	58474	97.92
GCF_018885085.1	85	2000	61455	LexicMap	60386	98.26
GCF_022869705.1	85	2000	43012	LexicMap	42117	97.92
GCF_000005845.2	86	250	299855	LexicMap	111013	37.02
GCF_000006765.1	86	250	405229	LexicMap	165543	40.85
GCF_000006945.2	86	250	319651	LexicMap	120729	37.77
GCF_000013425.1	86	250	182375	LexicMap	69456	38.08
GCF_000195955.2	86	250	285066	LexicMap	109488	38.41
GCF_000240185.1	86	250	365998	LexicMap	142077	38.82
GCF_001457635.1	86	250	136305	LexicMap	55213	40.51
GCF_008632635.1	86	250	256839	LexicMap	95976	37.37
GCF_018885085.1	86	250	264622	LexicMap	106042	40.07
GCF_022869705.1	86	250	184964	LexicMap	68453	37.01
GCF_000005845.2	86	500	146415	LexicMap	96249	65.74
GCF_000006765.1	86	500	197363	LexicMap	139851	70.86
GCF_000006945.2	86	500	155994	LexicMap	104140	66.76
GCF_000013425.1	86	500	89335	LexicMap	59654	66.78
GCF_000195955.2	86	500	139482	LexicMap	94437	67.71
GCF_000240185.1	86	500	179280	LexicMap	122269	68.20
GCF_001457635.1	86	500	66691	LexicMap	46704	70.03
GCF_008632635.1	86	500	125698	LexicMap	83219	66.21
GCF_018885085.1	86	500	129272	LexicMap	88803	68.69
GCF_022869705.1	86	500	90760	LexicMap	59841	65.93
GCF_000005845.2	86	1000	46416	LexicMap	42167	90.85
GCF_000006765.1	86	1000	62647	LexicMap	58686	93.68
GCF_000006945.2	86	1000	49516	LexicMap	45327	91.54
GCF_000013425.1	86	1000	28215	LexicMap	25860	91.65
GCF_000195955.2	86	1000	44116	LexicMap	40452	91.69
GCF_000240185.1	86	1000	56825	LexicMap	52223	91.90
GCF_001457635.1	86	1000	21108	LexicMap	19580	92.76
GCF_008632635.1	86	1000	39805	LexicMap	36234	91.03
GCF_018885085.1	86	1000	40962	LexicMap	37800	92.28
GCF_022869705.1	86	1000	28669	LexicMap	26036	90.82
GCF_000005845.2	86	2000	69636	LexicMap	69110	99.24
GCF_000006765.1	86	2000	93972	LexicMap	93570	99.57
GCF_000006945.2	86	2000	74289	LexicMap	73796	99.34
GCF_000013425.1	86	2000	42328	LexicMap	42016	99.26
GCF_000195955.2	86	2000	66184	LexicMap	65774	99.38
GCF_000240185.1	86	2000	85293	LexicMap	84825	99.45
GCF_001457635.1	86	2000	31668	LexicMap	31545	99.61
GCF_008632635.1	86	2000	59715	LexicMap	59268	99.25
GCF_018885085.1	86	2000	61458	LexicMap	61103	99.42
GCF_022869705.1	86	2000	43015	LexicMap	42692	99.25
GCF_000005845.2	87	250	301045	LexicMap	133740	44.43
GCF_000006765.1	87	250	404730	LexicMap	198330	49.00
GCF_000006945.2	87	250	320133	LexicMap	145248	45.37
GCF_000013425.1	87	250	182840	LexicMap	84043	45.97
GCF_000195955.2	87	250	285127	LexicMap	131634	46.17
GCF_000240185.1	87	250	367385	LexicMap	170630	46.44
GCF_001457635.1	87	250	136633	LexicMap	65718	48.10
GCF_008632635.1	87	250	257343	LexicMap	115409	44.85
GCF_018885085.1	87	250	264564	LexicMap	126692	47.89
GCF_022869705.1	87	250	185241	LexicMap	83156	44.89
GCF_000005845.2	87	500	146756	LexicMap	109734	74.77
GCF_000006765.1	87	500	198360	LexicMap	157921	79.61
GCF_000006945.2	87	500	156906	LexicMap	119039	75.87
GCF_000013425.1	87	500	89447	LexicMap	67637	75.62
GCF_000195955.2	87	500	139918	LexicMap	107136	76.57
GCF_000240185.1	87	500	179734	LexicMap	138496	77.06
GCF_001457635.1	87	500	66967	LexicMap	52817	78.87
GCF_008632635.1	87	500	125876	LexicMap	94248	74.87
GCF_018885085.1	87	500	129569	LexicMap	100884	77.86
GCF_022869705.1	87	500	90760	LexicMap	67821	74.73
GCF_000005845.2	87	1000	46416	LexicMap	44211	95.25
GCF_000006765.1	87	1000	62647	LexicMap	60713	96.91
GCF_000006945.2	87	1000	49516	LexicMap	47365	95.66
GCF_000013425.1	87	1000	28217	LexicMap	26964	95.56
GCF_000195955.2	87	1000	44118	LexicMap	42235	95.73
GCF_000240185.1	87	1000	56824	LexicMap	54507	95.92
GCF_001457635.1	87	1000	21111	LexicMap	20411	96.68
GCF_008632635.1	87	1000	39803	LexicMap	37944	95.33
GCF_018885085.1	87	1000	40960	LexicMap	39381	96.15
GCF_022869705.1	87	1000	28670	LexicMap	27272	95.12
GCF_000005845.2	87	2000	69632	LexicMap	69478	99.78
GCF_000006765.1	87	2000	93971	LexicMap	93881	99.90
GCF_000006945.2	87	2000	74287	LexicMap	74164	99.83
GCF_000013425.1	87	2000	42327	LexicMap	42244	99.80
GCF_000195955.2	87	2000	66183	LexicMap	66054	99.81
GCF_000240185.1	87	2000	85283	LexicMap	85147	99.84
GCF_001457635.1	87	2000	31675	LexicMap	31635	99.87
GCF_008632635.1	87	2000	59722	LexicMap	59590	99.78
GCF_018885085.1	87	2000	61465	LexicMap	61370	99.85
GCF_022869705.1	87	2000	43012	LexicMap	42920	99.79
GCF_000005845.2	88	250	300569	LexicMap	157711	52.47
GCF_000006765.1	88	250	406371	LexicMap	234061	57.60
GCF_000006945.2	88	250	320384	LexicMap	171052	53.39
GCF_000013425.1	88	250	183215	LexicMap	97969	53.47
GCF_000195955.2	88	250	286457	LexicMap	155972	54.45
GCF_000240185.1	88	250	368354	LexicMap	202082	54.86
GCF_001457635.1	88	250	136827	LexicMap	77307	56.50
GCF_008632635.1	88	250	258658	LexicMap	136707	52.85
GCF_018885085.1	88	250	265669	LexicMap	148437	55.87
GCF_022869705.1	88	250	186167	LexicMap	97629	52.44
GCF_000005845.2	88	500	147439	LexicMap	121565	82.45
GCF_000006765.1	88	500	198502	LexicMap	172624	86.96
GCF_000006945.2	88	500	157058	LexicMap	130990	83.40
GCF_000013425.1	88	500	89475	LexicMap	74535	83.30
GCF_000195955.2	88	500	139594	LexicMap	117102	83.89
GCF_000240185.1	88	500	179981	LexicMap	152002	84.45
GCF_001457635.1	88	500	67136	LexicMap	57609	85.81
GCF_008632635.1	88	500	126284	LexicMap	104478	82.73
GCF_018885085.1	88	500	130255	LexicMap	110602	84.91
GCF_022869705.1	88	500	91116	LexicMap	75137	82.46
GCF_000005845.2	88	1000	46418	LexicMap	45396	97.80
GCF_000006765.1	88	1000	62645	LexicMap	61903	98.82
GCF_000006945.2	88	1000	49514	LexicMap	48556	98.07
GCF_000013425.1	88	1000	28213	LexicMap	27601	97.83
GCF_000195955.2	88	1000	44119	LexicMap	43304	98.15
GCF_000240185.1	88	1000	56823	LexicMap	55846	98.28
GCF_001457635.1	88	1000	21109	LexicMap	20769	98.39
GCF_008632635.1	88	1000	39804	LexicMap	38901	97.73
GCF_018885085.1	88	1000	40964	LexicMap	40307	98.40
GCF_022869705.1	88	1000	28670	LexicMap	28029	97.76
GCF_000005845.2	88	2000	69635	LexicMap	69604	99.96
GCF_000006765.1	88	2000	93973	LexicMap	93959	99.99
GCF_000006945.2	88	2000	74282	LexicMap	74252	99.96
GCF_000013425.1	88	2000	42332	LexicMap	42312	99.95
GCF_000195955.2	88	2000	66182	LexicMap	66153	99.96
GCF_000240185.1	88	2000	85285	LexicMap	85255	99.96
GCF_001457635.1	88	2000	31675	LexicMap	31664	99.97
GCF_008632635.1	88	2000	59722	LexicMap	59695	99.95
GCF_018885085.1	88	2000	61456	LexicMap	61435	99.97
GCF_022869705.1	88	2000	43010	LexicMap	42990	99.95
GCF_000005845.2	89	250	302078	LexicMap	183551	60.76
GCF_000006765.1	89	250	407119	LexicMap	270463	66.43
GCF_000006945.2	89	250	322170	LexicMap	199675	61.98
GCF_000013425.1	89	250	183838	LexicMap	113829	61.92
GCF_000195955.2	89	250	286793	LexicMap	179985	62.76
GCF_000240185.1	89	250	368930	LexicMap	234093	63.45
GCF_001457635.1	89	250	137632	LexicMap	89082	64.72
GCF_008632635.1	89	250	258575	LexicMap	157831	61.04
GCF_018885085.1	89	250	266589	LexicMap	171054	64.16
GCF_022869705.1	89	250	186448	LexicMap	113277	60.76
GCF_000005845.2	89	500	147685	LexicMap	130921	88.65
GCF_000006765.1	89	500	199028	LexicMap	183578	92.24
GCF_000006945.2	89	500	157457	LexicMap	140771	89.40
GCF_000013425.1	89	500	89796	LexicMap	80110	89.21
GCF_000195955.2	89	500	140397	LexicMap	126270	89.94
GCF_000240185.1	89	500	180246	LexicMap	162798	90.32
GCF_001457635.1	89	500	67180	LexicMap	61170	91.05
GCF_008632635.1	89	500	126667	LexicMap	112399	88.74
GCF_018885085.1	89	500	129764	LexicMap	117791	90.77
GCF_022869705.1	89	500	91057	LexicMap	80671	88.59
GCF_000005845.2	89	1000	46416	LexicMap	46007	99.12
GCF_000006765.1	89	1000	62641	LexicMap	62377	99.58
GCF_000006945.2	89	1000	49518	LexicMap	49173	99.30
GCF_000013425.1	89	1000	28215	LexicMap	27990	99.20
GCF_000195955.2	89	1000	44121	LexicMap	43818	99.31
GCF_000240185.1	89	1000	56823	LexicMap	56503	99.44
GCF_001457635.1	89	1000	21111	LexicMap	20990	99.43
GCF_008632635.1	89	1000	39803	LexicMap	39473	99.17
GCF_018885085.1	89	1000	40958	LexicMap	40703	99.38
GCF_022869705.1	89	1000	28668	LexicMap	28373	98.97
GCF_000005845.2	89	2000	69638	LexicMap	69630	99.99
GCF_000006765.1	89	2000	93976	LexicMap	93975	100.00
GCF_000006945.2	89	2000	74292	LexicMap	74285	99.99
GCF_000013425.1	89	2000	42329	LexicMap	42326	99.99
GCF_000195955.2	89	2000	66185	LexicMap	66180	99.99
GCF_000240185.1	89	2000	85290	LexicMap	85282	99.99
GCF_001457635.1	89	2000	31672	LexicMap	31671	100.00
GCF_008632635.1	89	2000	59724	LexicMap	59722	100.00
GCF_018885085.1	89	2000	61455	LexicMap	61451	99.99
GCF_022869705.1	89	2000	43011	LexicMap	43008	99.99
GCF_000005845.2	90	250	303826	LexicMap	209739	69.03
GCF_000006765.1	90	250	408606	LexicMap	306158	74.93
GCF_000006945.2	90	250	323134	LexicMap	227229	70.32
GCF_000013425.1	90	250	183961	LexicMap	128440	69.82
GCF_000195955.2	90	250	288044	LexicMap	204829	71.11
GCF_000240185.1	90	250	370950	LexicMap	266208	71.76
GCF_001457635.1	90	250	138085	LexicMap	100234	72.59
GCF_008632635.1	90	250	259617	LexicMap	179709	69.22
GCF_018885085.1	90	250	268129	LexicMap	194115	72.40
GCF_022869705.1	90	250	187326	LexicMap	129156	68.95
GCF_000005845.2	90	500	147790	LexicMap	137588	93.10
GCF_000006765.1	90	500	199677	LexicMap	191471	95.89
GCF_000006945.2	90	500	158081	LexicMap	148365	93.85
GCF_000013425.1	90	500	89857	LexicMap	84027	93.51
GCF_000195955.2	90	500	141084	LexicMap	132871	94.18
GCF_000240185.1	90	500	181721	LexicMap	171837	94.56
GCF_001457635.1	90	500	67558	LexicMap	64253	95.11
GCF_008632635.1	90	500	127144	LexicMap	118644	93.31
GCF_018885085.1	90	500	130746	LexicMap	123783	94.67
GCF_022869705.1	90	500	91617	LexicMap	85183	92.98
GCF_000005845.2	90	1000	46420	LexicMap	46276	99.69
GCF_000006765.1	90	1000	62648	LexicMap	62576	99.89
GCF_000006945.2	90	1000	49515	LexicMap	49380	99.73
GCF_000013425.1	90	1000	28212	LexicMap	28143	99.76
GCF_000195955.2	90	1000	44114	LexicMap	44010	99.76
GCF_000240185.1	90	1000	56823	LexicMap	56697	99.78
GCF_001457635.1	90	1000	21110	LexicMap	21083	99.87
GCF_008632635.1	90	1000	39805	LexicMap	39674	99.67
GCF_018885085.1	90	1000	40958	LexicMap	40872	99.79
GCF_022869705.1	90	1000	28667	LexicMap	28575	99.68
GCF_000005845.2	90	2000	69634	LexicMap	69632	100.00
GCF_000006765.1	90	2000	93975	LexicMap	93975	100.00
GCF_000006945.2	90	2000	74283	LexicMap	74280	100.00
GCF_000013425.1	90	2000	42328	LexicMap	42328	100.00
GCF_000195955.2	90	2000	66182	LexicMap	66180	100.00
GCF_000240185.1	90	2000	85293	LexicMap	85293	100.00
GCF_001457635.1	90	2000	31672	LexicMap	31672	100.00
GCF_008632635.1	90	2000	59721	LexicMap	59721	100.00
GCF_018885085.1	90	2000	61454	LexicMap	61454	100.00
GCF_022869705.1	90	2000	43014	LexicMap	43012	100.00
GCF_000005845.2	91	250	305255	LexicMap	231667	75.89
GCF_000006765.1	91	250	411906	LexicMap	335381	81.42
GCF_000006945.2	91	250	325897	LexicMap	251438	77.15
GCF_000013425.1	91	250	185343	LexicMap	141766	76.49
GCF_000195955.2	91	250	290636	LexicMap	226159	77.82
GCF_000240185.1	91	250	373886	LexicMap	293723	78.56
GCF_001457635.1	91	250	138799	LexicMap	109487	78.88
GCF_008632635.1	91	250	261363	LexicMap	198416	75.92
GCF_018885085.1	91	250	269253	LexicMap	212788	79.03
GCF_022869705.1	91	250	187998	LexicMap	141944	75.50
GCF_000005845.2	91	500	148568	LexicMap	143113	96.33
GCF_000006765.1	91	500	201156	LexicMap	197391	98.13
GCF_000006945.2	91	500	158269	LexicMap	153083	96.72
GCF_000013425.1	91	500	90350	LexicMap	87340	96.67
GCF_000195955.2	91	500	141395	LexicMap	137131	96.98
GCF_000240185.1	91	500	181919	LexicMap	176891	97.24
GCF_001457635.1	91	500	67582	LexicMap	65892	97.50
