assembly	ident	qlen	queries	tool	hits	recall
GCF_008632635.1	82	500	124962	minimap2	32848	26.29
GCF_018885085.1	82	500	128000	minimap2	33704	26.33
GCF_022869705.1	82	500	89984	minimap2	23488	26.10
GCF_000005845.2	82	1000	46417	minimap2	35884	77.31
GCF_000006765.1	82	1000	62644	minimap2	47983	76.60
GCF_000006945.2	82	1000	49512	minimap2	38091	76.93
GCF_000013425.1	82	1000	28216	minimap2	21762	77.13
GCF_000195955.2	82	1000	44117	minimap2	33843	76.71
GCF_000240185.1	82	1000	56822	minimap2	43708	76.92
GCF_001457635.1	82	1000	21114	minimap2	16337	77.38
GCF_008632635.1	82	1000	39799	minimap2	30709	77.16
GCF_018885085.1	82	1000	40957	minimap2	31694	77.38
GCF_022869705.1	82	1000	28675	minimap2	22298	77.76
GCF_000005845.2	82	2000	69637	minimap2	68923	98.97
GCF_000006765.1	82	2000	93980	minimap2	92882	98.83
GCF_000006945.2	82	2000	74301	minimap2	73456	98.86
GCF_000013425.1	82	2000	42331	minimap2	41904	98.99
GCF_000195955.2	82	2000	66183	minimap2	65475	98.93
GCF_000240185.1	82	2000	85295	minimap2	84347	98.89
GCF_001457635.1	82	2000	31673	minimap2	31338	98.94
GCF_008632635.1	82	2000	59724	minimap2	59081	98.92
GCF_018885085.1	82	2000	61449	minimap2	60832	99.00
GCF_022869705.1	82	2000	43018	minimap2	42623	99.08
GCF_000005845.2	83	250	295927	minimap2	18087	6.11
GCF_000006765.1	83	250	400116	minimap2	24086	6.02
GCF_000006945.2	83	250	316836	minimap2	19399	6.12
GCF_000013425.1	83	250	180476	minimap2	11080	6.14
GCF_000195955.2	83	250	282368	minimap2	16948	6.00
GCF_000240185.1	83	250	363137	minimap2	21939	6.04
GCF_001457635.1	83	250	134984	minimap2	8187	6.07
GCF_008632635.1	83	250	254380	minimap2	16094	6.33
GCF_018885085.1	83	250	261728	minimap2	16619	6.35
GCF_022869705.1	83	250	183598	minimap2	11593	6.31
GCF_000005845.2	83	500	145594	minimap2	58738	40.34
GCF_000006765.1	83	500	196898	minimap2	79181	40.21
GCF_000006945.2	83	500	155331	minimap2	63251	40.72
GCF_000013425.1	83	500	88832	minimap2	36014	40.54
GCF_000195955.2	83	500	138645	minimap2	55441	39.99
GCF_000240185.1	83	500	178257	minimap2	71800	40.28
GCF_001457635.1	83	500	66451	minimap2	26936	40.54
GCF_008632635.1	83	500	125111	minimap2	50428	40.31
GCF_018885085.1	83	500	128374	minimap2	52486	40.89
GCF_022869705.1	83	500	89947	minimap2	36942	41.07
GCF_000005845.2	83	1000	46417	minimap2	41548	89.51
GCF_000006765.1	83	1000	62652	minimap2	55733	88.96
GCF_000006945.2	83	1000	49510	minimap2	44193	89.26
GCF_000013425.1	83	1000	28215	minimap2	25318	89.73
GCF_000195955.2	83	1000	44116	minimap2	39442	89.41
GCF_000240185.1	83	1000	56820	minimap2	50797	89.40
GCF_001457635.1	83	1000	21110	minimap2	18785	88.99
GCF_008632635.1	83	1000	39802	minimap2	35704	89.70
GCF_018885085.1	83	1000	40962	minimap2	36657	89.49
GCF_022869705.1	83	1000	28668	minimap2	25681	89.58
GCF_000005845.2	83	2000	69635	minimap2	69522	99.84
GCF_000006765.1	83	2000	93973	minimap2	93800	99.82
GCF_000006945.2	83	2000	74285	minimap2	74180	99.86
GCF_000013425.1	83	2000	42328	minimap2	42243	99.80
GCF_000195955.2	83	2000	66181	minimap2	66046	99.80
GCF_000240185.1	83	2000	85293	minimap2	85131	99.81
GCF_001457635.1	83	2000	31674	minimap2	31621	99.83
GCF_008632635.1	83	2000	59727	minimap2	59625	99.83
GCF_018885085.1	83	2000	61454	minimap2	61340	99.81
GCF_022869705.1	83	2000	43013	minimap2	42940	99.83
GCF_000005845.2	84	250	297804	minimap2	36382	12.22
GCF_000006765.1	84	250	402072	minimap2	48693	12.11
GCF_000006945.2	84	250	318149	minimap2	39738	12.49
GCF_000013425.1	84	250	181458	minimap2	22953	12.65
GCF_000195955.2	84	250	282879	minimap2	34035	12.03
GCF_000240185.1	84	250	364483	minimap2	44570	12.23
GCF_001457635.1	84	250	135649	minimap2	17110	12.61
GCF_008632635.1	84	250	255815	minimap2	32328	12.64
GCF_018885085.1	84	250	262913	minimap2	34287	13.04
GCF_022869705.1	84	250	184280	minimap2	23822	12.93
GCF_000005845.2	84	500	146000	minimap2	83106	56.92
GCF_000006765.1	84	500	197040	minimap2	111916	56.80
GCF_000006945.2	84	500	155614	minimap2	89521	57.53
GCF_000013425.1	84	500	88756	minimap2	51407	57.92
GCF_000195955.2	84	500	138646	minimap2	78607	56.70
GCF_000240185.1	84	500	179046	minimap2	102161	57.06
GCF_001457635.1	84	500	66228	minimap2	38004	57.38
GCF_008632635.1	84	500	124818	minimap2	71990	57.68
GCF_018885085.1	84	500	128781	minimap2	75294	58.47
GCF_022869705.1	84	500	90332	minimap2	52677	58.31
GCF_000005845.2	84	1000	46415	minimap2	44688	96.28
GCF_000006765.1	84	1000	62645	minimap2	60302	96.26
GCF_000006945.2	84	1000	49511	minimap2	47583	96.11
GCF_000013425.1	84	1000	28212	minimap2	27163	96.28
GCF_000195955.2	84	1000	44113	minimap2	42396	96.11
GCF_000240185.1	84	1000	56825	minimap2	54728	96.31
GCF_001457635.1	84	1000	21110	minimap2	20295	96.14
GCF_008632635.1	84	1000	39806	minimap2	38360	96.37
GCF_018885085.1	84	1000	40959	minimap2	39449	96.31
GCF_022869705.1	84	1000	28672	minimap2	27640	96.40
GCF_000005845.2	84	2000	69639	minimap2	69626	99.98
GCF_000006765.1	84	2000	93973	minimap2	93956	99.98
GCF_000006945.2	84	2000	74283	minimap2	74263	99.97
GCF_000013425.1	84	2000	42326	minimap2	42320	99.99
GCF_000195955.2	84	2000	66180	minimap2	66163	99.97
GCF_000240185.1	84	2000	85298	minimap2	85271	99.97
GCF_001457635.1	84	2000	31673	minimap2	31665	99.97
GCF_008632635.1	84	2000	59718	minimap2	59702	99.97
GCF_018885085.1	84	2000	61447	minimap2	61439	99.99
GCF_022869705.1	84	2000	43011	minimap2	42997	99.97
GCF_000005845.2	85	250	298854	minimap2	61299	20.51
GCF_000006765.1	85	250	402724	minimap2	81768	20.30
GCF_000006945.2	85	250	319165	minimap2	66020	20.69
GCF_000013425.1	85	250	181480	minimap2	38404	21.16
GCF_000195955.2	85	250	283750	minimap2	57355	20.21
GCF_000240185.1	85	250	366566	minimap2	74793	20.40
GCF_001457635.1	85	250	135781	minimap2	28210	20.78
GCF_008632635.1	85	250	256180	minimap2	53618	20.93
GCF_018885085.1	85	250	263997	minimap2	56525	21.41
GCF_022869705.1	85	250	184953	minimap2	39665	21.45
GCF_000005845.2	85	500	145792	minimap2	106682	73.17
GCF_000006765.1	85	500	197300	minimap2	143641	72.80
GCF_000006945.2	85	500	155736	minimap2	114045	73.23
GCF_000013425.1	85	500	88734	minimap2	65159	73.43
GCF_000195955.2	85	500	139274	minimap2	101280	72.72
GCF_000240185.1	85	500	179054	minimap2	130877	73.09
GCF_001457635.1	85	500	66439	minimap2	48489	72.98
GCF_008632635.1	85	500	124787	minimap2	91519	73.34
GCF_018885085.1	85	500	128966	minimap2	95198	73.82
GCF_022869705.1	85	500	90261	minimap2	66290	73.44
GCF_000005845.2	85	1000	46418	minimap2	45987	99.07
GCF_000006765.1	85	1000	62649	minimap2	62061	99.06
GCF_000006945.2	85	1000	49512	minimap2	49044	99.05
GCF_000013425.1	85	1000	28213	minimap2	27945	99.05
GCF_000195955.2	85	1000	44115	minimap2	43678	99.01
GCF_000240185.1	85	1000	56826	minimap2	56243	98.97
GCF_001457635.1	85	1000	21112	minimap2	20914	99.06
GCF_008632635.1	85	1000	39802	minimap2	39424	99.05
GCF_018885085.1	85	1000	40962	minimap2	40603	99.12
GCF_022869705.1	85	1000	28669	minimap2	28431	99.17
GCF_000005845.2	85	2000	69629	minimap2	69628	100.00
GCF_000006765.1	85	2000	93976	minimap2	93976	100.00
GCF_000006945.2	85	2000	74288	minimap2	74285	100.00
GCF_000013425.1	85	2000	42326	minimap2	42326	100.00
GCF_000195955.2	85	2000	66182	minimap2	66181	100.00
GCF_000240185.1	85	2000	85289	minimap2	85282	99.99
GCF_001457635.1	85	2000	31672	minimap2	31672	100.00
GCF_008632635.1	85	2000	59719	minimap2	59718	100.00
GCF_018885085.1	85	2000	61455	minimap2	61452	100.00
GCF_022869705.1	85	2000	43012	minimap2	43012	100.00
GCF_000005845.2	86	250	299855	minimap2	94587	31.54
GCF_000006765.1	86	250	405229	minimap2	126682	31.26
GCF_000006945.2	86	250	319651	minimap2	101350	31.71
GCF_000013425.1	86	250	182375	minimap2	58413	32.03
GCF_000195955.2	86	250	285066	minimap2	88991	31.22
GCF_000240185.1	86	250	365998	minimap2	115559	31.57
GCF_001457635.1	86	250	136305	minimap2	43439	31.87
GCF_008632635.1	86	250	256839	minimap2	82298	32.04
GCF_018885085.1	86	250	264622	minimap2	86532	32.70
GCF_022869705.1	86	250	184964	minimap2	60074	32.48
GCF_000005845.2	86	500	146415	minimap2	125944	86.02
GCF_000006765.1	86	500	197363	minimap2	169331	85.80
GCF_000006945.2	86	500	155994	minimap2	134106	85.97
GCF_000013425.1	86	500	89335	minimap2	76878	86.06
GCF_000195955.2	86	500	139482	minimap2	119553	85.71
GCF_000240185.1	86	500	179280	minimap2	154325	86.08
GCF_001457635.1	86	500	66691	minimap2	57310	85.93
GCF_008632635.1	86	500	125698	minimap2	108189	86.07
GCF_018885085.1	86	500	129272	minimap2	111462	86.22
GCF_022869705.1	86	500	90760	minimap2	78356	86.33
GCF_000005845.2	86	1000	46416	minimap2	46363	99.89
GCF_000006765.1	86	1000	62647	minimap2	62560	99.86
GCF_000006945.2	86	1000	49516	minimap2	49461	99.89
GCF_000013425.1	86	1000	28215	minimap2	28167	99.83
GCF_000195955.2	86	1000	44116	minimap2	44048	99.85
GCF_000240185.1	86	1000	56825	minimap2	56735	99.84
GCF_001457635.1	86	1000	21108	minimap2	21067	99.81
GCF_008632635.1	86	1000	39805	minimap2	39729	99.81
GCF_018885085.1	86	1000	40962	minimap2	40917	99.89
GCF_022869705.1	86	1000	28669	minimap2	28627	99.85
GCF_000005845.2	86	2000	69636	minimap2	69636	100.00
GCF_000006765.1	86	2000	93972	minimap2	93972	100.00
GCF_000006945.2	86	2000	74289	minimap2	74288	100.00
GCF_000013425.1	86	2000	42328	minimap2	42328	100.00
GCF_000195955.2	86	2000	66184	minimap2	66183	100.00
GCF_000240185.1	86	2000	85293	minimap2	85293	100.00
GCF_001457635.1	86	2000	31668	minimap2	31668	100.00
GCF_008632635.1	86	2000	59715	minimap2	59714	100.00
GCF_018885085.1	86	2000	61458	minimap2	61458	100.00
GCF_022869705.1	86	2000	43015	minimap2	43014	100.00
GCF_000005845.2	87	250	301045	minimap2	136847	45.46
GCF_000006765.1	87	250	404730	minimap2	182442	45.08
GCF_000006945.2	87	250	320133	minimap2	145705	45.51
GCF_000013425.1	87	250	182840	minimap2	84028	45.96
GCF_000195955.2	87	250	285127	minimap2	129101	45.28
GCF_000240185.1	87	250	367385	minimap2	166850	45.42
GCF_001457635.1	87	250	136633	minimap2	62558	45.79
GCF_008632635.1	87	250	257343	minimap2	118465	46.03
GCF_018885085.1	87	250	264564	minimap2	123360	46.63
GCF_022869705.1	87	250	185241	minimap2	85981	46.42
GCF_000005845.2	87	500	146756	minimap2	138707	94.52
GCF_000006765.1	87	500	198360	minimap2	187467	94.51
GCF_000006945.2	87	500	156906	minimap2	148371	94.56
GCF_000013425.1	87	500	89447	minimap2	84650	94.64
GCF_000195955.2	87	500	139918	minimap2	131929	94.29
GCF_000240185.1	87	500	179734	minimap2	169727	94.43
GCF_001457635.1	87	500	66967	minimap2	63300	94.52
GCF_008632635.1	87	500	125876	minimap2	118875	94.44
GCF_018885085.1	87	500	129569	minimap2	122960	94.90
GCF_022869705.1	87	500	90760	minimap2	86108	94.87
GCF_000005845.2	87	1000	46416	minimap2	46407	99.98
GCF_000006765.1	87	1000	62647	minimap2	62639	99.99
GCF_000006945.2	87	1000	49516	minimap2	49512	99.99
GCF_000013425.1	87	1000	28217	minimap2	28213	99.99
GCF_000195955.2	87	1000	44118	minimap2	44118	100.00
GCF_000240185.1	87	1000	56824	minimap2	56822	100.00
GCF_001457635.1	87	1000	21111	minimap2	21108	99.99
GCF_008632635.1	87	1000	39803	minimap2	39784	99.95
GCF_018885085.1	87	1000	40960	minimap2	40957	99.99
GCF_022869705.1	87	1000	28670	minimap2	28668	99.99
GCF_000005845.2	87	2000	69632	minimap2	69632	100.00
GCF_000006765.1	87	2000	93971	minimap2	93971	100.00
GCF_000006945.2	87	2000	74287	minimap2	74287	100.00
GCF_000013425.1	87	2000	42327	minimap2	42327	100.00
GCF_000195955.2	87	2000	66183	minimap2	66183	100.00
GCF_000240185.1	87	2000	85283	minimap2	85283	100.00
GCF_001457635.1	87	2000	31675	minimap2	31675	100.00
GCF_008632635.1	87	2000	59722	minimap2	59722	100.00
GCF_018885085.1	87	2000	61465	minimap2	61465	100.00
GCF_022869705.1	87	2000	43012	minimap2	43012	100.00
GCF_000005845.2	88	250	300569	minimap2	183733	61.13
GCF_000006765.1	88	250	406371	minimap2	246389	60.63
GCF_000006945.2	88	250	320384	minimap2	195804	61.12
GCF_000013425.1	88	250	183215	minimap2	112830	61.58
GCF_000195955.2	88	250	286457	minimap2	173941	60.72
GCF_000240185.1	88	250	368354	minimap2	224652	60.99
GCF_001457635.1	88	250	136827	minimap2	83515	61.04
GCF_008632635.1	88	250	258658	minimap2	159056	61.49
GCF_018885085.1	88	250	265669	minimap2	165155	62.17
GCF_022869705.1	88	250	186167	minimap2	115362	61.97
GCF_000005845.2	88	500	147439	minimap2	145133	98.44
GCF_000006765.1	88	500	198502	minimap2	195389	98.43
GCF_000006945.2	88	500	157058	minimap2	154561	98.41
GCF_000013425.1	88	500	89475	minimap2	88172	98.54
GCF_000195955.2	88	500	139594	minimap2	137333	98.38
GCF_000240185.1	88	500	179981	minimap2	177193	98.45
GCF_001457635.1	88	500	67136	minimap2	66084	98.43
GCF_008632635.1	88	500	126284	minimap2	124155	98.31
GCF_018885085.1	88	500	130255	minimap2	128376	98.56
GCF_022869705.1	88	500	91116	minimap2	89825	98.58
GCF_000005845.2	88	1000	46418	minimap2	46418	100.00
GCF_000006765.1	88	1000	62645	minimap2	62645	100.00
GCF_000006945.2	88	1000	49514	minimap2	49514	100.00
GCF_000013425.1	88	1000	28213	minimap2	28213	100.00
GCF_000195955.2	88	1000	44119	minimap2	44119	100.00
GCF_000240185.1	88	1000	56823	minimap2	56823	100.00
GCF_001457635.1	88	1000	21109	minimap2	21108	100.00
GCF_008632635.1	88	1000	39804	minimap2	39788	99.96
GCF_018885085.1	88	1000	40964	minimap2	40964	100.00
GCF_022869705.1	88	1000	28670	minimap2	28670	100.00
GCF_000005845.2	88	2000	69635	minimap2	69635	100.00
GCF_000006765.1	88	2000	93973	minimap2	93973	100.00
GCF_000006945.2	88	2000	74282	minimap2	74282	100.00
GCF_000013425.1	88	2000	42332	minimap2	42332	100.00
GCF_000195955.2	88	2000	66182	minimap2	66182	100.00
GCF_000240185.1	88	2000	85285	minimap2	85285	100.00
GCF_001457635.1	88	2000	31675	minimap2	31675	100.00
GCF_008632635.1	88	2000	59722	minimap2	59722	100.00
GCF_018885085.1	88	2000	61456	minimap2	61456	100.00
GCF_022869705.1	88	2000	43010	minimap2	43010	100.00
GCF_000005845.2	89	250	302078	minimap2	230588	76.33
GCF_000006765.1	89	250	407119	minimap2	310517	76.27
GCF_000006945.2	89	250	322170	minimap2	246268	76.44
GCF_000013425.1	89	250	183838	minimap2	141208	76.81
GCF_000195955.2	89	250	286793	minimap2	218345	76.13
GCF_000240185.1	89	250	368930	minimap2	282205	76.49
GCF_001457635.1	89	250	137632	minimap2	105313	76.52
GCF_008632635.1	89	250	258575	minimap2	198030	76.59
GCF_018885085.1	89	250	266589	minimap2	205657	77.14
GCF_022869705.1	89	250	186448	minimap2	144135	77.31
GCF_000005845.2	89	500	147685	minimap2	147277	99.72
GCF_000006765.1	89	500	199028	minimap2	198472	99.72
GCF_000006945.2	89	500	157457	minimap2	157001	99.71
GCF_000013425.1	89	500	89796	minimap2	89557	99.73
GCF_000195955.2	89	500	140397	minimap2	140002	99.72
GCF_000240185.1	89	500	180246	minimap2	179679	99.69
GCF_001457635.1	89	500	67180	minimap2	66968	99.68
GCF_008632635.1	89	500	126667	minimap2	126063	99.52
GCF_018885085.1	89	500	129764	minimap2	129432	99.74
GCF_022869705.1	89	500	91057	minimap2	90807	99.73
GCF_000005845.2	89	1000	46416	minimap2	46416	100.00
GCF_000006765.1	89	1000	62641	minimap2	62641	100.00
GCF_000006945.2	89	1000	49518	minimap2	49518	100.00
GCF_000013425.1	89	1000	28215	minimap2	28215	100.00
GCF_000195955.2	89	1000	44121	minimap2	44121	100.00
GCF_000240185.1	89	1000	56823	minimap2	56823	100.00
GCF_001457635.1	89	1000	21111	minimap2	21111	100.00
GCF_008632635.1	89	1000	39803	minimap2	39795	99.98
GCF_018885085.1	89	1000	40958	minimap2	40958	100.00
GCF_022869705.1	89	1000	28668	minimap2	28668	100.00
GCF_000005845.2	89	2000	69638	minimap2	69638	100.00
GCF_000006765.1	89	2000	93976	minimap2	93976	100.00
GCF_000006945.2	89	2000	74292	minimap2	74292	100.00
GCF_000013425.1	89	2000	42329	minimap2	42329	100.00
GCF_000195955.2	89	2000	66185	minimap2	66185	100.00
GCF_000240185.1	89	2000	85290	minimap2	85290	100.00
GCF_001457635.1	89	2000	31672	minimap2	31672	100.00
GCF_008632635.1	89	2000	59724	minimap2	59724	100.00
GCF_018885085.1	89	2000	61455	minimap2	61455	100.00
GCF_022869705.1	89	2000	43011	minimap2	43011	100.00
GCF_000005845.2	90	250	303826	minimap2	269243	88.62
GCF_000006765.1	90	250	408606	minimap2	361467	88.46
GCF_000006945.2	90	250	323134	minimap2	286719	88.73
GCF_000013425.1	90	250	183961	minimap2	163335	88.79
GCF_000195955.2	90	250	288044	minimap2	254870	88.48
GCF_000240185.1	90	250	370950	minimap2	328356	88.52
GCF_001457635.1	90	250	138085	minimap2	122227	88.52
GCF_008632635.1	90	250	259617	minimap2	230172	88.66
GCF_018885085.1	90	250	268129	minimap2	238612	88.99
GCF_022869705.1	90	250	187326	minimap2	166484	88.87
GCF_000005845.2	90	500	147790	minimap2	147752	99.97
GCF_000006765.1	90	500	199677	minimap2	199612	99.97
GCF_000006945.2	90	500	158081	minimap2	158038	99.97
GCF_000013425.1	90	500	89857	minimap2	89832	99.97
GCF_000195955.2	90	500	141084	minimap2	141046	99.97
GCF_000240185.1	90	500	181721	minimap2	181679	99.98
GCF_001457635.1	90	500	67558	minimap2	67514	99.93
GCF_008632635.1	90	500	127144	minimap2	126950	99.85
GCF_018885085.1	90	500	130746	minimap2	130708	99.97
GCF_022869705.1	90	500	91617	minimap2	91591	99.97
GCF_000005845.2	90	1000	46420	minimap2	46420	100.00
GCF_000006765.1	90	1000	62648	minimap2	62648	100.00
GCF_000006945.2	90	1000	49515	minimap2	49515	100.00
GCF_000013425.1	90	1000	28212	minimap2	28212	100.00
GCF_000195955.2	90	1000	44114	minimap2	44114	100.00
GCF_000240185.1	90	1000	56823	minimap2	56823	100.00
GCF_001457635.1	90	1000	21110	minimap2	21110	100.00
GCF_008632635.1	90	1000	39805	minimap2	39798	99.98
GCF_018885085.1	90	1000	40958	minimap2	40958	100.00
GCF_022869705.1	90	1000	28667	minimap2	28667	100.00
GCF_000005845.2	90	2000	69634	minimap2	69634	100.00
GCF_000006765.1	90	2000	93975	minimap2	93975	100.00
GCF_000006945.2	90	2000	74283	minimap2	74283	100.00
GCF_000013425.1	90	2000	42328	minimap2	42328	100.00
GCF_000195955.2	90	2000	66182	minimap2	66182	100.00
GCF_000240185.1	90	2000	85293	minimap2	85293	100.00
GCF_001457635.1	90	2000	31672	minimap2	31672	100.00
GCF_008632635.1	90	2000	59721	minimap2	59721	100.00
GCF_018885085.1	90	2000	61454	minimap2	61454	100.00
GCF_022869705.1	90	2000	43014	minimap2	43014	100.00
GCF_000005845.2	91	250	305255	minimap2	290969	95.32
GCF_000006765.1	91	250	411906	minimap2	392389	95.26
GCF_000006945.2	91	250	325897	minimap2	310788	95.36
GCF_000013425.1	91	250	185343	minimap2	176979	95.49
GCF_000195955.2	91	250	290636	minimap2	276607	95.17
GCF_000240185.1	91	250	373886	minimap2	356371	95.32
GCF_001457635.1	91	250	138799	minimap2	132335	95.34
GCF_008632635.1	91	250	261363	minimap2	248884	95.23
GCF_018885085.1	91	250	269253	minimap2	257518	95.64
GCF_022869705.1	91	250	187998	minimap2	179809	95.64
GCF_000005845.2	91	500	148568	minimap2	148567	100.00
GCF_000006765.1	91	500	201156	minimap2	201154	100.00
GCF_000006945.2	91	500	158269	minimap2	158268	100.00
GCF_000013425.1	91	500	90350	minimap2	90349	100.00
GCF_000195955.2	91	500	141395	minimap2	141391	100.00
GCF_000240185.1	91	500	181919	minimap2	181915	100.00
GCF_001457635.1	91	500	67582	minimap2	67566	99.98
GCF_008632635.1	91	500	127167	minimap2	127022	99.89
GCF_018885085.1	91	500	131190	minimap2	131188	100.00
GCF_022869705.1	91	500	91788	minimap2	91788	100.00
GCF_000005845.2	91	1000	46415	minimap2	46415	100.00
GCF_000006765.1	91	1000	62643	minimap2	62643	100.00
GCF_000006945.2	91	1000	49517	minimap2	49517	100.00
GCF_000013425.1	91	1000	28212	minimap2	28212	100.00
GCF_000195955.2	91	1000	44119	minimap2	44119	100.00
GCF_000240185.1	91	1000	56821	minimap2	56821	100.00
GCF_001457635.1	91	1000	21108	minimap2	21108	100.00
GCF_008632635.1	91	1000	39800	minimap2	39799	100.00
GCF_018885085.1	91	1000	40958	minimap2	40958	100.00
GCF_022869705.1	91	1000	28668	minimap2	28668	100.00
GCF_000005845.2	91	2000	69638	minimap2	69638	100.00
GCF_000006765.1	91	2000	93974	minimap2	93974	100.00
GCF_000006945.2	91	2000	74290	minimap2	74290	100.00
