assembly	ident	qlen	queries	tool	hits	recall
GCF_000006945.2	84	1000	49511	MMseqs2	49129	99.2285
GCF_000013425.1	84	1000	28212	MMseqs2	28002	99.2556
GCF_000195955.2	84	1000	44113	MMseqs2	43550	98.7237
GCF_000240185.1	84	1000	56825	MMseqs2	56420	99.2873
GCF_001457635.1	84	1000	21110	MMseqs2	20951	99.2468
GCF_008632635.1	84	1000	39806	MMseqs2	39463	99.1383
GCF_018885085.1	84	1000	40959	MMseqs2	40386	98.6010
GCF_022869705.1	84	1000	28672	MMseqs2	28519	99.4664
GCF_000005845.2	84	2000	69639	MMseqs2	69574	99.9067
GCF_000006765.1	84	2000	93973	MMseqs2	93854	99.8734
GCF_000006945.2	84	2000	74283	MMseqs2	74139	99.8061
GCF_000013425.1	84	2000	42326	MMseqs2	42205	99.7141
GCF_000195955.2	84	2000	66180	MMseqs2	65978	99.6948
GCF_000240185.1	84	2000	85298	MMseqs2	85140	99.8148
GCF_001457635.1	84	2000	31673	MMseqs2	31594	99.7506
GCF_008632635.1	84	2000	59718	MMseqs2	59550	99.7187
GCF_018885085.1	84	2000	61447	MMseqs2	61007	99.2839
GCF_022869705.1	84	2000	43011	MMseqs2	42976	99.9186
GCF_000005845.2	85	250	298854	MMseqs2	227366	76.0793
GCF_000006765.1	85	250	402724	MMseqs2	301724	74.9208
GCF_000006945.2	85	250	319165	MMseqs2	242754	76.0591
GCF_000013425.1	85	250	181480	MMseqs2	139015	76.6007
GCF_000195955.2	85	250	283750	MMseqs2	210014	74.0137
GCF_000240185.1	85	250	366566	MMseqs2	277456	75.6906
GCF_001457635.1	85	250	135781	MMseqs2	103910	76.5276
GCF_008632635.1	85	250	256180	MMseqs2	196698	76.7812
GCF_018885085.1	85	250	263997	MMseqs2	201695	76.4005
GCF_022869705.1	85	250	184953	MMseqs2	143404	77.5354
GCF_000005845.2	85	500	145792	MMseqs2	139783	95.8784
GCF_000006765.1	85	500	197300	MMseqs2	188201	95.3882
GCF_000006945.2	85	500	155736	MMseqs2	149257	95.8398
GCF_000013425.1	85	500	88734	MMseqs2	84949	95.7344
GCF_000195955.2	85	500	139274	MMseqs2	131646	94.5230
GCF_000240185.1	85	500	179054	MMseqs2	171375	95.7113
GCF_001457635.1	85	500	66439	MMseqs2	63558	95.6637
GCF_008632635.1	85	500	124787	MMseqs2	119656	95.8882
GCF_018885085.1	85	500	128966	MMseqs2	122756	95.1848
GCF_022869705.1	85	500	90261	MMseqs2	86920	96.2985
GCF_000005845.2	85	1000	46418	MMseqs2	46312	99.7716
GCF_000006765.1	85	1000	62649	MMseqs2	62463	99.7031
GCF_000006945.2	85	1000	49512	MMseqs2	49368	99.7092
GCF_000013425.1	85	1000	28213	MMseqs2	28072	99.5002
GCF_000195955.2	85	1000	44115	MMseqs2	43842	99.3812
GCF_000240185.1	85	1000	56826	MMseqs2	56657	99.7026
GCF_001457635.1	85	1000	21112	MMseqs2	21025	99.5879
GCF_008632635.1	85	1000	39802	MMseqs2	39598	99.4875
GCF_018885085.1	85	1000	40962	MMseqs2	40622	99.1700
GCF_022869705.1	85	1000	28669	MMseqs2	28601	99.7628
GCF_000005845.2	85	2000	69629	MMseqs2	69572	99.9181
GCF_000006765.1	85	2000	93976	MMseqs2	93842	99.8574
GCF_000006945.2	85	2000	74288	MMseqs2	74134	99.7927
GCF_000013425.1	85	2000	42326	MMseqs2	42191	99.6810
GCF_000195955.2	85	2000	66182	MMseqs2	66031	99.7718
GCF_000240185.1	85	2000	85289	MMseqs2	85147	99.8335
GCF_001457635.1	85	2000	31672	MMseqs2	31597	99.7632
GCF_008632635.1	85	2000	59719	MMseqs2	59537	99.6952
GCF_018885085.1	85	2000	61455	MMseqs2	61008	99.2726
GCF_022869705.1	85	2000	43012	MMseqs2	42982	99.9303
GCF_000005845.2	86	250	299855	MMseqs2	253045	84.3891
GCF_000006765.1	86	250	405229	MMseqs2	337726	83.3420
GCF_000006945.2	86	250	319651	MMseqs2	269528	84.3195
GCF_000013425.1	86	250	182375	MMseqs2	154552	84.7441
GCF_000195955.2	86	250	285066	MMseqs2	234870	82.3914
GCF_000240185.1	86	250	365998	MMseqs2	307833	84.1078
GCF_001457635.1	86	250	136305	MMseqs2	115019	84.3836
GCF_008632635.1	86	250	256839	MMseqs2	217676	84.7519
GCF_018885085.1	86	250	264622	MMseqs2	223272	84.3739
GCF_022869705.1	86	250	184964	MMseqs2	158126	85.4901
GCF_000005845.2	86	500	146415	MMseqs2	144033	98.3731
GCF_000006765.1	86	500	197363	MMseqs2	193628	98.1075
GCF_000006945.2	86	500	155994	MMseqs2	153267	98.2519
GCF_000013425.1	86	500	89335	MMseqs2	87614	98.0735
GCF_000195955.2	86	500	139482	MMseqs2	135814	97.3703
GCF_000240185.1	86	500	179280	MMseqs2	176089	98.2201
GCF_001457635.1	86	500	66691	MMseqs2	65410	98.0792
GCF_008632635.1	86	500	125698	MMseqs2	123417	98.1853
GCF_018885085.1	86	500	129272	MMseqs2	126109	97.5532
GCF_022869705.1	86	500	90760	MMseqs2	89416	98.5192
GCF_000005845.2	86	1000	46416	MMseqs2	46370	99.9009
GCF_000006765.1	86	1000	62647	MMseqs2	62517	99.7925
GCF_000006945.2	86	1000	49516	MMseqs2	49424	99.8142
GCF_000013425.1	86	1000	28215	MMseqs2	28126	99.6846
GCF_000195955.2	86	1000	44116	MMseqs2	43946	99.6147
GCF_000240185.1	86	1000	56825	MMseqs2	56725	99.8240
GCF_001457635.1	86	1000	21108	MMseqs2	21030	99.6305
GCF_008632635.1	86	1000	39805	MMseqs2	39654	99.6207
GCF_018885085.1	86	1000	40962	MMseqs2	40645	99.2261
GCF_022869705.1	86	1000	28669	MMseqs2	28637	99.8884
GCF_000005845.2	86	2000	69636	MMseqs2	69580	99.9196
GCF_000006765.1	86	2000	93972	MMseqs2	93848	99.8680
GCF_000006945.2	86	2000	74289	MMseqs2	74150	99.8129
GCF_000013425.1	86	2000	42328	MMseqs2	42233	99.7756
GCF_000195955.2	86	2000	66184	MMseqs2	66050	99.7975
GCF_000240185.1	86	2000	85293	MMseqs2	85164	99.8488
GCF_001457635.1	86	2000	31668	MMseqs2	31594	99.7663
GCF_008632635.1	86	2000	59715	MMseqs2	59544	99.7136
GCF_018885085.1	86	2000	61458	MMseqs2	61024	99.2938
GCF_022869705.1	86	2000	43015	MMseqs2	42984	99.9279
GCF_000005845.2	87	250	301045	MMseqs2	273447	90.8326
GCF_000006765.1	87	250	404730	MMseqs2	364304	90.0116
GCF_000006945.2	87	250	320133	MMseqs2	290690	90.8029
GCF_000013425.1	87	250	182840	MMseqs2	166026	90.8040
GCF_000195955.2	87	250	285127	MMseqs2	254006	89.0852
GCF_000240185.1	87	250	367385	MMseqs2	332865	90.6039
GCF_001457635.1	87	250	136633	MMseqs2	123872	90.6604
GCF_008632635.1	87	250	257343	MMseqs2	234230	91.0186
GCF_018885085.1	87	250	264564	MMseqs2	239029	90.3483
GCF_022869705.1	87	250	185241	MMseqs2	169763	91.6444
GCF_000005845.2	87	500	146756	MMseqs2	145937	99.4419
GCF_000006765.1	87	500	198360	MMseqs2	197029	99.3290
GCF_000006945.2	87	500	156906	MMseqs2	155835	99.3174
GCF_000013425.1	87	500	89447	MMseqs2	88705	99.1705
GCF_000195955.2	87	500	139918	MMseqs2	138131	98.7228
GCF_000240185.1	87	500	179734	MMseqs2	178557	99.3451
GCF_001457635.1	87	500	66967	MMseqs2	66396	99.1473
GCF_008632635.1	87	500	125876	MMseqs2	124776	99.1261
GCF_018885085.1	87	500	129569	MMseqs2	127800	98.6347
GCF_022869705.1	87	500	90760	MMseqs2	90317	99.5119
GCF_000005845.2	87	1000	46416	MMseqs2	46382	99.9267
GCF_000006765.1	87	1000	62647	MMseqs2	62569	99.8755
GCF_000006945.2	87	1000	49516	MMseqs2	49403	99.7718
GCF_000013425.1	87	1000	28217	MMseqs2	28120	99.6562
GCF_000195955.2	87	1000	44118	MMseqs2	43956	99.6328
GCF_000240185.1	87	1000	56824	MMseqs2	56722	99.8205
GCF_001457635.1	87	1000	21111	MMseqs2	21024	99.5879
GCF_008632635.1	87	1000	39803	MMseqs2	39659	99.6382
GCF_018885085.1	87	1000	40960	MMseqs2	40665	99.2798
GCF_022869705.1	87	1000	28670	MMseqs2	28641	99.8988
GCF_000005845.2	87	2000	69632	MMseqs2	69584	99.9311
GCF_000006765.1	87	2000	93971	MMseqs2	93869	99.8915
GCF_000006945.2	87	2000	74287	MMseqs2	74144	99.8075
GCF_000013425.1	87	2000	42327	MMseqs2	42214	99.7330
GCF_000195955.2	87	2000	66183	MMseqs2	66077	99.8398
GCF_000240185.1	87	2000	85283	MMseqs2	85138	99.8300
GCF_001457635.1	87	2000	31675	MMseqs2	31609	99.7916
GCF_008632635.1	87	2000	59722	MMseqs2	59562	99.7321
GCF_018885085.1	87	2000	61465	MMseqs2	61050	99.3248
GCF_022869705.1	87	2000	43012	MMseqs2	42987	99.9419
GCF_000005845.2	88	250	300569	MMseqs2	286662	95.3731
GCF_000006765.1	88	250	406371	MMseqs2	384933	94.7245
GCF_000006945.2	88	250	320384	MMseqs2	305294	95.2900
GCF_000013425.1	88	250	183215	MMseqs2	174355	95.1642
GCF_000195955.2	88	250	286457	MMseqs2	268854	93.8549
GCF_000240185.1	88	250	368354	MMseqs2	350576	95.1737
GCF_001457635.1	88	250	136827	MMseqs2	129956	94.9783
GCF_008632635.1	88	250	258658	MMseqs2	246486	95.2942
GCF_018885085.1	88	250	265669	MMseqs2	251018	94.4852
GCF_022869705.1	88	250	186167	MMseqs2	177967	95.5954
GCF_000005845.2	88	500	147439	MMseqs2	147108	99.7755
GCF_000006765.1	88	500	198502	MMseqs2	197961	99.7275
GCF_000006945.2	88	500	157058	MMseqs2	156557	99.6810
GCF_000013425.1	88	500	89475	MMseqs2	89036	99.5094
GCF_000195955.2	88	500	139594	MMseqs2	138542	99.2464
GCF_000240185.1	88	500	179981	MMseqs2	179474	99.7183
GCF_001457635.1	88	500	67136	MMseqs2	66785	99.4772
GCF_008632635.1	88	500	126284	MMseqs2	125642	99.4916
GCF_018885085.1	88	500	130255	MMseqs2	128986	99.0258
GCF_022869705.1	88	500	91116	MMseqs2	90892	99.7542
GCF_000005845.2	88	1000	46418	MMseqs2	46379	99.9160
GCF_000006765.1	88	1000	62645	MMseqs2	62561	99.8659
GCF_000006945.2	88	1000	49514	MMseqs2	49414	99.7980
GCF_000013425.1	88	1000	28213	MMseqs2	28136	99.7271
GCF_000195955.2	88	1000	44119	MMseqs2	44006	99.7439
GCF_000240185.1	88	1000	56823	MMseqs2	56743	99.8592
GCF_001457635.1	88	1000	21109	MMseqs2	21048	99.7110
GCF_008632635.1	88	1000	39804	MMseqs2	39670	99.6634
GCF_018885085.1	88	1000	40964	MMseqs2	40682	99.3116
GCF_022869705.1	88	1000	28670	MMseqs2	28646	99.9163
GCF_000005845.2	88	2000	69635	MMseqs2	69588	99.9325
GCF_000006765.1	88	2000	93973	MMseqs2	93883	99.9042
GCF_000006945.2	88	2000	74282	MMseqs2	74159	99.8344
GCF_000013425.1	88	2000	42332	MMseqs2	42222	99.7401
GCF_000195955.2	88	2000	66182	MMseqs2	66089	99.8595
GCF_000240185.1	88	2000	85285	MMseqs2	85156	99.8487
GCF_001457635.1	88	2000	31675	MMseqs2	31627	99.8485
GCF_008632635.1	88	2000	59722	MMseqs2	59575	99.7539
GCF_018885085.1	88	2000	61456	MMseqs2	61055	99.3475
GCF_022869705.1	88	2000	43010	MMseqs2	42987	99.9465
GCF_000005845.2	89	250	302078	MMseqs2	295835	97.9333
GCF_000006765.1	89	250	407119	MMseqs2	397785	97.7073
GCF_000006945.2	89	250	322170	MMseqs2	315336	97.8788
GCF_000013425.1	89	250	183838	MMseqs2	179605	97.6974
GCF_000195955.2	89	250	286793	MMseqs2	277376	96.7164
GCF_000240185.1	89	250	368930	MMseqs2	360942	97.8348
GCF_001457635.1	89	250	137632	MMseqs2	134409	97.6582
GCF_008632635.1	89	250	258575	MMseqs2	252904	97.8068
GCF_018885085.1	89	250	266589	MMseqs2	258801	97.0786
GCF_022869705.1	89	250	186448	MMseqs2	182972	98.1357
GCF_000005845.2	89	500	147685	MMseqs2	147483	99.8632
GCF_000006765.1	89	500	199028	MMseqs2	198684	99.8272
GCF_000006945.2	89	500	157457	MMseqs2	157086	99.7644
GCF_000013425.1	89	500	89796	MMseqs2	89373	99.5289
GCF_000195955.2	89	500	140397	MMseqs2	139661	99.4758
GCF_000240185.1	89	500	180246	MMseqs2	179877	99.7953
GCF_001457635.1	89	500	67180	MMseqs2	66917	99.6085
GCF_008632635.1	89	500	126667	MMseqs2	126074	99.5318
GCF_018885085.1	89	500	129764	MMseqs2	128619	99.1176
GCF_022869705.1	89	500	91057	MMseqs2	90906	99.8342
GCF_000005845.2	89	1000	46416	MMseqs2	46381	99.9246
GCF_000006765.1	89	1000	62641	MMseqs2	62566	99.8803
GCF_000006945.2	89	1000	49518	MMseqs2	49435	99.8324
GCF_000013425.1	89	1000	28215	MMseqs2	28135	99.7165
GCF_000195955.2	89	1000	44121	MMseqs2	44017	99.7643
GCF_000240185.1	89	1000	56823	MMseqs2	56740	99.8539
GCF_001457635.1	89	1000	21111	MMseqs2	21066	99.7868
GCF_008632635.1	89	1000	39803	MMseqs2	39665	99.6533
GCF_018885085.1	89	1000	40958	MMseqs2	40675	99.3090
GCF_022869705.1	89	1000	28668	MMseqs2	28643	99.9128
GCF_000005845.2	89	2000	69638	MMseqs2	69594	99.9368
GCF_000006765.1	89	2000	93976	MMseqs2	93911	99.9308
GCF_000006945.2	89	2000	74292	MMseqs2	74181	99.8506
GCF_000013425.1	89	2000	42329	MMseqs2	42240	99.7897
GCF_000195955.2	89	2000	66185	MMseqs2	66072	99.8293
GCF_000240185.1	89	2000	85290	MMseqs2	85184	99.8757
GCF_001457635.1	89	2000	31672	MMseqs2	31629	99.8642
GCF_008632635.1	89	2000	59724	MMseqs2	59579	99.7572
GCF_018885085.1	89	2000	61455	MMseqs2	61059	99.3556
GCF_022869705.1	89	2000	43011	MMseqs2	42986	99.9419
GCF_000005845.2	90	250	303826	MMseqs2	301572	99.2581
GCF_000006765.1	90	250	408606	MMseqs2	404876	99.0871
GCF_000006945.2	90	250	323134	MMseqs2	320343	99.1363
GCF_000013425.1	90	250	183961	MMseqs2	182028	98.9492
GCF_000195955.2	90	250	288044	MMseqs2	283037	98.2617
GCF_000240185.1	90	250	370950	MMseqs2	367692	99.1217
GCF_001457635.1	90	250	138085	MMseqs2	136539	98.8804
GCF_008632635.1	90	250	259617	MMseqs2	256957	98.9754
GCF_018885085.1	90	250	268129	MMseqs2	263679	98.3404
GCF_022869705.1	90	250	187326	MMseqs2	185936	99.2580
GCF_000005845.2	90	500	147790	MMseqs2	147633	99.8938
GCF_000006765.1	90	500	199677	MMseqs2	199383	99.8528
GCF_000006945.2	90	500	158081	MMseqs2	157771	99.8039
GCF_000013425.1	90	500	89857	MMseqs2	89510	99.6138
GCF_000195955.2	90	500	141084	MMseqs2	140426	99.5336
GCF_000240185.1	90	500	181721	MMseqs2	181387	99.8162
GCF_001457635.1	90	500	67558	MMseqs2	67323	99.6522
GCF_008632635.1	90	500	127144	MMseqs2	126668	99.6256
GCF_018885085.1	90	500	130746	MMseqs2	129674	99.1801
GCF_022869705.1	90	500	91617	MMseqs2	91499	99.8712
GCF_000005845.2	90	1000	46420	MMseqs2	46374	99.9009
GCF_000006765.1	90	1000	62648	MMseqs2	62586	99.9010
GCF_000006945.2	90	1000	49515	MMseqs2	49432	99.8324
GCF_000013425.1	90	1000	28212	MMseqs2	28127	99.6987
GCF_000195955.2	90	1000	44114	MMseqs2	44026	99.8005
GCF_000240185.1	90	1000	56823	MMseqs2	56736	99.8469
GCF_001457635.1	90	1000	21110	MMseqs2	21057	99.7489
GCF_008632635.1	90	1000	39805	MMseqs2	39682	99.6910
GCF_018885085.1	90	1000	40958	MMseqs2	40667	99.2895
