assembly	ident	qlen	queries	tool	hits	recall
GCF_000195955.2	81	2000	66180	Ropebwt3	64054	96.7875
GCF_000240185.1	81	2000	85294	Ropebwt3	82454	96.6703
GCF_001457635.1	81	2000	31675	Ropebwt3	30670	96.8272
GCF_008632635.1	81	2000	59715	Ropebwt3	58318	97.6606
GCF_018885085.1	81	2000	61453	Ropebwt3	59489	96.8041
GCF_022869705.1	81	2000	43015	Ropebwt3	42148	97.9844
GCF_000005845.2	82	250	295570	Ropebwt3	97102	32.8525
GCF_000006765.1	82	250	398687	Ropebwt3	115062	28.8602
GCF_000006945.2	82	250	315949	Ropebwt3	103000	32.6002
GCF_000013425.1	82	250	179572	Ropebwt3	59947	33.3833
GCF_000195955.2	82	250	281639	Ropebwt3	86184	30.6009
GCF_000240185.1	82	250	361892	Ropebwt3	113738	31.4287
GCF_001457635.1	82	250	134638	Ropebwt3	46593	34.6061
GCF_008632635.1	82	250	253416	Ropebwt3	85785	33.8515
GCF_018885085.1	82	250	260977	Ropebwt3	81515	31.2346
GCF_022869705.1	82	250	183034	Ropebwt3	64156	35.0514
GCF_000005845.2	82	500	145348	Ropebwt3	106190	73.0591
GCF_000006765.1	82	500	196284	Ropebwt3	132402	67.4543
GCF_000006945.2	82	500	154599	Ropebwt3	112725	72.9144
GCF_000013425.1	82	500	88185	Ropebwt3	65027	73.7393
GCF_000195955.2	82	500	138176	Ropebwt3	96549	69.8739
GCF_000240185.1	82	500	178142	Ropebwt3	126488	71.0040
GCF_001457635.1	82	500	66079	Ropebwt3	49544	74.9769
GCF_008632635.1	82	500	124962	Ropebwt3	92861	74.3114
GCF_018885085.1	82	500	128000	Ropebwt3	90333	70.5727
GCF_022869705.1	82	500	89984	Ropebwt3	68068	75.6446
GCF_000005845.2	82	1000	46417	Ropebwt3	44367	95.5835
GCF_000006765.1	82	1000	62644	Ropebwt3	58830	93.9116
GCF_000006945.2	82	1000	49512	Ropebwt3	47511	95.9586
GCF_000013425.1	82	1000	28216	Ropebwt3	27243	96.5516
GCF_000195955.2	82	1000	44117	Ropebwt3	41839	94.8365
GCF_000240185.1	82	1000	56822	Ropebwt3	53828	94.7309
GCF_001457635.1	82	1000	21114	Ropebwt3	20256	95.9363
GCF_008632635.1	82	1000	39799	Ropebwt3	38217	96.0250
GCF_018885085.1	82	1000	40957	Ropebwt3	38861	94.8824
GCF_022869705.1	82	1000	28675	Ropebwt3	27715	96.6521
GCF_000005845.2	82	2000	69637	Ropebwt3	68886	98.9216
GCF_000006765.1	82	2000	93980	Ropebwt3	93242	99.2147
GCF_000006945.2	82	2000	74301	Ropebwt3	73614	99.0754
GCF_000013425.1	82	2000	42331	Ropebwt3	42036	99.3031
GCF_000195955.2	82	2000	66183	Ropebwt3	65525	99.0058
GCF_000240185.1	82	2000	85295	Ropebwt3	84044	98.5333
GCF_001457635.1	82	2000	31673	Ropebwt3	31220	98.5698
GCF_008632635.1	82	2000	59724	Ropebwt3	59141	99.0238
GCF_018885085.1	82	2000	61449	Ropebwt3	60648	98.6965
GCF_022869705.1	82	2000	43018	Ropebwt3	42660	99.1678
GCF_000005845.2	83	250	295927	Ropebwt3	150925	51.0008
GCF_000006765.1	83	250	400116	Ropebwt3	182374	45.5803
GCF_000006945.2	83	250	316836	Ropebwt3	161699	51.0356
GCF_000013425.1	83	250	180476	Ropebwt3	94660	52.4502
GCF_000195955.2	83	250	282368	Ropebwt3	135504	47.9884
GCF_000240185.1	83	250	363137	Ropebwt3	178742	49.2216
GCF_001457635.1	83	250	134984	Ropebwt3	72103	53.4160
GCF_008632635.1	83	250	254380	Ropebwt3	134191	52.7522
GCF_018885085.1	83	250	261728	Ropebwt3	128628	49.1457
GCF_022869705.1	83	250	183598	Ropebwt3	98858	53.8448
GCF_000005845.2	83	500	145594	Ropebwt3	130543	89.6623
GCF_000006765.1	83	500	196898	Ropebwt3	168974	85.8180
GCF_000006945.2	83	500	155331	Ropebwt3	139395	89.7406
GCF_000013425.1	83	500	88832	Ropebwt3	80311	90.4077
GCF_000195955.2	83	500	138645	Ropebwt3	121547	87.6678
GCF_000240185.1	83	500	178257	Ropebwt3	157135	88.1508
GCF_001457635.1	83	500	66451	Ropebwt3	60428	90.9362
GCF_008632635.1	83	500	125111	Ropebwt3	113408	90.6459
GCF_018885085.1	83	500	128374	Ropebwt3	112907	87.9516
GCF_022869705.1	83	500	89947	Ropebwt3	82265	91.4594
GCF_000005845.2	83	1000	46417	Ropebwt3	45815	98.7031
GCF_000006765.1	83	1000	62652	Ropebwt3	61910	98.8157
GCF_000006945.2	83	1000	49510	Ropebwt3	49003	98.9760
GCF_000013425.1	83	1000	28215	Ropebwt3	28007	99.2628
GCF_000195955.2	83	1000	44116	Ropebwt3	43638	98.9165
GCF_000240185.1	83	1000	56820	Ropebwt3	55919	98.4143
GCF_001457635.1	83	1000	21110	Ropebwt3	20755	98.3183
GCF_008632635.1	83	1000	39802	Ropebwt3	39370	98.9146
GCF_018885085.1	83	1000	40962	Ropebwt3	40279	98.3326
GCF_022869705.1	83	1000	28668	Ropebwt3	28408	99.0931
GCF_000005845.2	83	2000	69635	Ropebwt3	69178	99.3437
GCF_000006765.1	83	2000	93973	Ropebwt3	93598	99.6009
GCF_000006945.2	83	2000	74285	Ropebwt3	73839	99.3996
GCF_000013425.1	83	2000	42328	Ropebwt3	42171	99.6291
GCF_000195955.2	83	2000	66181	Ropebwt3	65875	99.5376
GCF_000240185.1	83	2000	85293	Ropebwt3	84483	99.0503
GCF_001457635.1	83	2000	31674	Ropebwt3	31356	98.9960
GCF_008632635.1	83	2000	59727	Ropebwt3	59301	99.2868
GCF_018885085.1	83	2000	61454	Ropebwt3	60894	99.0887
GCF_022869705.1	83	2000	43013	Ropebwt3	42810	99.5280
GCF_000005845.2	84	250	297804	Ropebwt3	221307	74.3130
GCF_000006765.1	84	250	402072	Ropebwt3	274916	68.3748
GCF_000006945.2	84	250	318149	Ropebwt3	236505	74.3378
GCF_000013425.1	84	250	181458	Ropebwt3	137589	75.8242
GCF_000195955.2	84	250	282879	Ropebwt3	201302	71.1619
GCF_000240185.1	84	250	364483	Ropebwt3	263148	72.1976
GCF_001457635.1	84	250	135649	Ropebwt3	104122	76.7584
GCF_008632635.1	84	250	255815	Ropebwt3	194668	76.0972
GCF_018885085.1	84	250	262913	Ropebwt3	191500	72.8378
GCF_022869705.1	84	250	184280	Ropebwt3	143335	77.7811
GCF_000005845.2	84	500	146000	Ropebwt3	142071	97.3089
GCF_000006765.1	84	500	197040	Ropebwt3	189614	96.2312
GCF_000006945.2	84	500	155614	Ropebwt3	151909	97.6191
GCF_000013425.1	84	500	88756	Ropebwt3	86959	97.9753
GCF_000195955.2	84	500	138646	Ropebwt3	134267	96.8416
GCF_000240185.1	84	500	179046	Ropebwt3	173021	96.6349
GCF_001457635.1	84	500	66228	Ropebwt3	64434	97.2912
GCF_008632635.1	84	500	124818	Ropebwt3	121947	97.6999
GCF_018885085.1	84	500	128781	Ropebwt3	124440	96.6292
GCF_022869705.1	84	500	90332	Ropebwt3	88618	98.1026
GCF_000005845.2	84	1000	46415	Ropebwt3	46077	99.2718
GCF_000006765.1	84	1000	62645	Ropebwt3	62362	99.5482
GCF_000006945.2	84	1000	49511	Ropebwt3	49164	99.2991
GCF_000013425.1	84	1000	28212	Ropebwt3	28109	99.6349
GCF_000195955.2	84	1000	44113	Ropebwt3	43887	99.4877
GCF_000240185.1	84	1000	56825	Ropebwt3	56197	98.8949
GCF_001457635.1	84	1000	21110	Ropebwt3	20850	98.7684
GCF_008632635.1	84	1000	39806	Ropebwt3	39500	99.2313
GCF_018885085.1	84	1000	40959	Ropebwt3	40555	99.0136
GCF_022869705.1	84	1000	28672	Ropebwt3	28494	99.3792
GCF_000005845.2	84	2000	69639	Ropebwt3	69498	99.7975
GCF_000006765.1	84	2000	93973	Ropebwt3	93712	99.7223
GCF_000006945.2	84	2000	74283	Ropebwt3	74004	99.6244
GCF_000013425.1	84	2000	42326	Ropebwt3	42249	99.8181
GCF_000195955.2	84	2000	66180	Ropebwt3	66110	99.8942
GCF_000240185.1	84	2000	85298	Ropebwt3	84830	99.4513
GCF_001457635.1	84	2000	31673	Ropebwt3	31407	99.1602
GCF_008632635.1	84	2000	59718	Ropebwt3	59387	99.4457
GCF_018885085.1	84	2000	61447	Ropebwt3	61025	99.3132
GCF_022869705.1	84	2000	43011	Ropebwt3	42896	99.7326
GCF_000005845.2	85	250	298854	Ropebwt3	267988	89.6719
GCF_000006765.1	85	250	402724	Ropebwt3	343539	85.3038
GCF_000006945.2	85	250	319165	Ropebwt3	286504	89.7667
GCF_000013425.1	85	250	181480	Ropebwt3	164454	90.6182
GCF_000195955.2	85	250	283750	Ropebwt3	247702	87.2959
GCF_000240185.1	85	250	366566	Ropebwt3	322686	88.0294
GCF_001457635.1	85	250	135781	Ropebwt3	123281	90.7940
GCF_008632635.1	85	250	256180	Ropebwt3	232543	90.7733
GCF_018885085.1	85	250	263997	Ropebwt3	232196	87.9540
GCF_022869705.1	85	250	184953	Ropebwt3	169625	91.7125
GCF_000005845.2	85	500	145792	Ropebwt3	144201	98.9087
GCF_000006765.1	85	500	197300	Ropebwt3	195544	99.1100
GCF_000006945.2	85	500	155736	Ropebwt3	154314	99.0869
GCF_000013425.1	85	500	88734	Ropebwt3	88156	99.3486
GCF_000195955.2	85	500	139274	Ropebwt3	138003	99.0874
GCF_000240185.1	85	500	179054	Ropebwt3	176315	98.4703
GCF_001457635.1	85	500	66439	Ropebwt3	65424	98.4723
GCF_008632635.1	85	500	124787	Ropebwt3	123514	98.9799
GCF_018885085.1	85	500	128966	Ropebwt3	127208	98.6369
GCF_022869705.1	85	500	90261	Ropebwt3	89474	99.1281
GCF_000005845.2	85	1000	46418	Ropebwt3	46199	99.5282
GCF_000006765.1	85	1000	62649	Ropebwt3	62418	99.6313
GCF_000006945.2	85	1000	49512	Ropebwt3	49197	99.3638
GCF_000013425.1	85	1000	28213	Ropebwt3	28111	99.6385
GCF_000195955.2	85	1000	44115	Ropebwt3	43957	99.6418
GCF_000240185.1	85	1000	56826	Ropebwt3	56326	99.1201
GCF_001457635.1	85	1000	21112	Ropebwt3	20852	98.7685
GCF_008632635.1	85	1000	39802	Ropebwt3	39507	99.2588
GCF_018885085.1	85	1000	40962	Ropebwt3	40533	98.9527
GCF_022869705.1	85	1000	28669	Ropebwt3	28523	99.4907
GCF_000005845.2	85	2000	69629	Ropebwt3	69544	99.8779
GCF_000006765.1	85	2000	93976	Ropebwt3	93761	99.7712
GCF_000006945.2	85	2000	74288	Ropebwt3	74063	99.6971
GCF_000013425.1	85	2000	42326	Ropebwt3	42258	99.8393
GCF_000195955.2	85	2000	66182	Ropebwt3	66159	99.9652
GCF_000240185.1	85	2000	85289	Ropebwt3	84897	99.5404
GCF_001457635.1	85	2000	31672	Ropebwt3	31427	99.2264
GCF_008632635.1	85	2000	59719	Ropebwt3	59426	99.5094
GCF_018885085.1	85	2000	61455	Ropebwt3	61088	99.4028
GCF_022869705.1	85	2000	43012	Ropebwt3	42936	99.8233
GCF_000005845.2	86	250	299855	Ropebwt3	290368	96.8361
GCF_000006765.1	86	250	405229	Ropebwt3	385456	95.1205
GCF_000006945.2	86	250	319651	Ropebwt3	310053	96.9974
GCF_000013425.1	86	250	182375	Ropebwt3	177623	97.3944
GCF_000195955.2	86	250	285066	Ropebwt3	273919	96.0897
GCF_000240185.1	86	250	365998	Ropebwt3	351143	95.9412
GCF_001457635.1	86	250	136305	Ropebwt3	132138	96.9429
GCF_008632635.1	86	250	256839	Ropebwt3	249490	97.1387
GCF_018885085.1	86	250	264622	Ropebwt3	253657	95.8564
GCF_022869705.1	86	250	184964	Ropebwt3	180500	97.5866
GCF_000005845.2	86	500	146415	Ropebwt3	144982	99.0213
GCF_000006765.1	86	500	197363	Ropebwt3	196358	99.4908
GCF_000006945.2	86	500	155994	Ropebwt3	154772	99.2166
GCF_000013425.1	86	500	89335	Ropebwt3	88821	99.4246
GCF_000195955.2	86	500	139482	Ropebwt3	138466	99.2716
GCF_000240185.1	86	500	179280	Ropebwt3	177004	98.7305
GCF_001457635.1	86	500	66691	Ropebwt3	65758	98.6010
GCF_008632635.1	86	500	125698	Ropebwt3	124524	99.0660
GCF_018885085.1	86	500	129272	Ropebwt3	127775	98.8420
GCF_022869705.1	86	500	90760	Ropebwt3	90073	99.2431
GCF_000005845.2	86	1000	46416	Ropebwt3	46201	99.5368
GCF_000006765.1	86	1000	62647	Ropebwt3	62437	99.6648
GCF_000006945.2	86	1000	49516	Ropebwt3	49242	99.4466
GCF_000013425.1	86	1000	28215	Ropebwt3	28130	99.6987
GCF_000195955.2	86	1000	44116	Ropebwt3	43979	99.6895
GCF_000240185.1	86	1000	56825	Ropebwt3	56314	99.1007
GCF_001457635.1	86	1000	21108	Ropebwt3	20875	98.8962
GCF_008632635.1	86	1000	39805	Ropebwt3	39492	99.2137
GCF_018885085.1	86	1000	40962	Ropebwt3	40566	99.0333
GCF_022869705.1	86	1000	28669	Ropebwt3	28557	99.6093
GCF_000005845.2	86	2000	69636	Ropebwt3	69570	99.9052
GCF_000006765.1	86	2000	93972	Ropebwt3	93761	99.7755
GCF_000006945.2	86	2000	74289	Ropebwt3	74043	99.6689
GCF_000013425.1	86	2000	42328	Ropebwt3	42267	99.8559
GCF_000195955.2	86	2000	66184	Ropebwt3	66167	99.9743
GCF_000240185.1	86	2000	85293	Ropebwt3	84955	99.6037
GCF_001457635.1	86	2000	31668	Ropebwt3	31437	99.2706
GCF_008632635.1	86	2000	59715	Ropebwt3	59403	99.4775
GCF_018885085.1	86	2000	61458	Ropebwt3	61145	99.4907
GCF_022869705.1	86	2000	43015	Ropebwt3	42930	99.8024
GCF_000005845.2	87	250	301045	Ropebwt3	296758	98.5760
GCF_000006765.1	87	250	404730	Ropebwt3	399132	98.6169
GCF_000006945.2	87	250	320133	Ropebwt3	316497	98.8642
GCF_000013425.1	87	250	182840	Ropebwt3	181093	99.0445
GCF_000195955.2	87	250	285127	Ropebwt3	281284	98.6522
GCF_000240185.1	87	250	367385	Ropebwt3	360833	98.2166
GCF_001457635.1	87	250	136633	Ropebwt3	134151	98.1835
GCF_008632635.1	87	250	257343	Ropebwt3	254007	98.7037
GCF_018885085.1	87	250	264564	Ropebwt3	259785	98.1936
GCF_022869705.1	87	250	185241	Ropebwt3	183206	98.9014
GCF_000005845.2	87	500	146756	Ropebwt3	145485	99.1339
GCF_000006765.1	87	500	198360	Ropebwt3	197405	99.5186
GCF_000006945.2	87	500	156906	Ropebwt3	155731	99.2511
GCF_000013425.1	87	500	89447	Ropebwt3	88936	99.4287
GCF_000195955.2	87	500	139918	Ropebwt3	138958	99.3139
GCF_000240185.1	87	500	179734	Ropebwt3	177392	98.6970
GCF_001457635.1	87	500	66967	Ropebwt3	66042	98.6187
GCF_008632635.1	87	500	125876	Ropebwt3	124742	99.0991
GCF_018885085.1	87	500	129569	Ropebwt3	128015	98.8006
GCF_022869705.1	87	500	90760	Ropebwt3	90095	99.2673
GCF_000005845.2	87	1000	46416	Ropebwt3	46206	99.5476
GCF_000006765.1	87	1000	62647	Ropebwt3	62417	99.6329
GCF_000006945.2	87	1000	49516	Ropebwt3	49230	99.4224
GCF_000013425.1	87	1000	28217	Ropebwt3	28134	99.7059
GCF_000195955.2	87	1000	44118	Ropebwt3	43999	99.7303
GCF_000240185.1	87	1000	56824	Ropebwt3	56298	99.0743
GCF_001457635.1	87	1000	21111	Ropebwt3	20880	98.9058
GCF_008632635.1	87	1000	39803	Ropebwt3	39515	99.2764
GCF_018885085.1	87	1000	40960	Ropebwt3	40608	99.1406
GCF_022869705.1	87	1000	28670	Ropebwt3	28559	99.6128
GCF_000005845.2	87	2000	69632	Ropebwt3	69568	99.9081
GCF_000006765.1	87	2000	93971	Ropebwt3	93716	99.7286
GCF_000006945.2	87	2000	74287	Ropebwt3	74037	99.6635
GCF_000013425.1	87	2000	42327	Ropebwt3	42256	99.8323
GCF_000195955.2	87	2000	66183	Ropebwt3	66157	99.9607
GCF_000240185.1	87	2000	85283	Ropebwt3	84961	99.6224
GCF_001457635.1	87	2000	31675	Ropebwt3	31395	99.1160
GCF_008632635.1	87	2000	59722	Ropebwt3	59437	99.5228
GCF_018885085.1	87	2000	61465	Ropebwt3	61167	99.5152
GCF_022869705.1	87	2000	43012	Ropebwt3	42937	99.8256
GCF_000005845.2	88	250	300569	Ropebwt3	296724	98.7208
GCF_000006765.1	88	250	406371	Ropebwt3	403539	99.3031
GCF_000006945.2	88	250	320384	Ropebwt3	317229	99.0152
GCF_000013425.1	88	250	183215	Ropebwt3	181805	99.2304
GCF_000195955.2	88	250	286457	Ropebwt3	283690	99.0341
GCF_000240185.1	88	250	368354	Ropebwt3	362554	98.4254
GCF_001457635.1	88	250	136827	Ropebwt3	134536	98.3256
GCF_008632635.1	88	250	258658	Ropebwt3	255752	98.8765
GCF_018885085.1	88	250	265669	Ropebwt3	261940	98.5964
GCF_022869705.1	88	250	186167	Ropebwt3	184316	99.0057
GCF_000005845.2	88	500	147439	Ropebwt3	146116	99.1027
GCF_000006765.1	88	500	198502	Ropebwt3	197499	99.4947
GCF_000006945.2	88	500	157058	Ropebwt3	155841	99.2251
GCF_000013425.1	88	500	89475	Ropebwt3	88949	99.4121
GCF_000195955.2	88	500	139594	Ropebwt3	138690	99.3524
GCF_000240185.1	88	500	179981	Ropebwt3	177796	98.7860
GCF_001457635.1	88	500	67136	Ropebwt3	66213	98.6252
GCF_008632635.1	88	500	126284	Ropebwt3	125048	99.0213
GCF_018885085.1	88	500	130255	Ropebwt3	128673	98.7855
GCF_022869705.1	88	500	91116	Ropebwt3	90433	99.2504
GCF_000005845.2	88	1000	46418	Ropebwt3	46216	99.5648
GCF_000006765.1	88	1000	62645	Ropebwt3	62410	99.6249
GCF_000006945.2	88	1000	49514	Ropebwt3	49240	99.4466
GCF_000013425.1	88	1000	28213	Ropebwt3	28142	99.7483
GCF_000195955.2	88	1000	44119	Ropebwt3	43975	99.6736
GCF_000240185.1	88	1000	56823	Ropebwt3	56334	99.1394
GCF_001457635.1	88	1000	21109	Ropebwt3	20881	98.9199
GCF_008632635.1	88	1000	39804	Ropebwt3	39516	99.2765
GCF_018885085.1	88	1000	40964	Ropebwt3	40602	99.1163
GCF_022869705.1	88	1000	28670	Ropebwt3	28547	99.5710
GCF_000005845.2	88	2000	69635	Ropebwt3	69558	99.8894
GCF_000006765.1	88	2000	93973	Ropebwt3	93739	99.7510
GCF_000006945.2	88	2000	74282	Ropebwt3	74037	99.6702
GCF_000013425.1	88	2000	42332	Ropebwt3	42268	99.8488
GCF_000195955.2	88	2000	66182	Ropebwt3	66150	99.9516
GCF_000240185.1	88	2000	85285	Ropebwt3	84920	99.5720
GCF_001457635.1	88	2000	31675	Ropebwt3	31411	99.1665
GCF_008632635.1	88	2000	59722	Ropebwt3	59394	99.4508
GCF_018885085.1	88	2000	61456	Ropebwt3	61138	99.4826
GCF_022869705.1	88	2000	43010	Ropebwt3	42902	99.7489
GCF_000005845.2	89	250	302078	Ropebwt3	298395	98.7808
GCF_000006765.1	89	250	407119	Ropebwt3	404565	99.3727
GCF_000006945.2	89	250	322170	Ropebwt3	318934	98.9956
GCF_000013425.1	89	250	183838	Ropebwt3	182386	99.2102
GCF_000195955.2	89	250	286793	Ropebwt3	284026	99.0352
GCF_000240185.1	89	250	368930	Ropebwt3	363271	98.4661
GCF_001457635.1	89	250	137632	Ropebwt3	135306	98.3100
GCF_008632635.1	89	250	258575	Ropebwt3	255593	98.8468
GCF_018885085.1	89	250	266589	Ropebwt3	262827	98.5888
GCF_022869705.1	89	250	186448	Ropebwt3	184550	98.9820
GCF_000005845.2	89	500	147685	Ropebwt3	146407	99.1346
GCF_000006765.1	89	500	199028	Ropebwt3	198043	99.5051
GCF_000006945.2	89	500	157457	Ropebwt3	156245	99.2303
GCF_000013425.1	89	500	89796	Ropebwt3	89246	99.3875
GCF_000195955.2	89	500	140397	Ropebwt3	139497	99.3590
GCF_000240185.1	89	500	180246	Ropebwt3	177959	98.7312
GCF_001457635.1	89	500	67180	Ropebwt3	66289	98.6737
GCF_008632635.1	89	500	126667	Ropebwt3	125397	98.9974
GCF_018885085.1	89	500	129764	Ropebwt3	128157	98.7616
GCF_022869705.1	89	500	91057	Ropebwt3	90355	99.2291
GCF_000005845.2	89	1000	46416	Ropebwt3	46178	99.4872
GCF_000006765.1	89	1000	62641	Ropebwt3	62405	99.6232
GCF_000006945.2	89	1000	49518	Ropebwt3	49255	99.4689
GCF_000013425.1	89	1000	28215	Ropebwt3	28110	99.6279
GCF_000195955.2	89	1000	44121	Ropebwt3	43986	99.6940
GCF_000240185.1	89	1000	56823	Ropebwt3	56305	99.0884
GCF_001457635.1	89	1000	21111	Ropebwt3	20893	98.9674
GCF_008632635.1	89	1000	39803	Ropebwt3	39522	99.2940
GCF_018885085.1	89	1000	40958	Ropebwt3	40572	99.0576
GCF_022869705.1	89	1000	28668	Ropebwt3	28549	99.5849
GCF_000005845.2	89	2000	69638	Ropebwt3	69546	99.8679
GCF_000006765.1	89	2000	93976	Ropebwt3	93732	99.7404
GCF_000006945.2	89	2000	74292	Ropebwt3	74067	99.6971
GCF_000013425.1	89	2000	42329	Ropebwt3	42271	99.8630
GCF_000195955.2	89	2000	66185	Ropebwt3	66129	99.9154
GCF_000240185.1	89	2000	85290	Ropebwt3	84965	99.6189
GCF_001457635.1	89	2000	31672	Ropebwt3	31430	99.2359
GCF_008632635.1	89	2000	59724	Ropebwt3	59425	99.4994
GCF_018885085.1	89	2000	61455	Ropebwt3	61146	99.4972
GCF_022869705.1	89	2000	43011	Ropebwt3	42919	99.7861
GCF_000005845.2	90	250	303826	Ropebwt3	300014	98.7453
GCF_000006765.1	90	250	408606	Ropebwt3	405972	99.3554
GCF_000006945.2	90	250	323134	Ropebwt3	319949	99.0143
GCF_000013425.1	90	250	183961	Ropebwt3	182505	99.2085
GCF_000195955.2	90	250	288044	Ropebwt3	285274	99.0383
GCF_000240185.1	90	250	370950	Ropebwt3	365224	98.4564
GCF_001457635.1	90	250	138085	Ropebwt3	135748	98.3076
GCF_008632635.1	90	250	259617	Ropebwt3	256532	98.8117
GCF_018885085.1	90	250	268129	Ropebwt3	264269	98.5604
GCF_022869705.1	90	250	187326	Ropebwt3	185396	98.9697
GCF_000005845.2	90	500	147790	Ropebwt3	146474	99.1095
GCF_000006765.1	90	500	199677	Ropebwt3	198651	99.4862
GCF_000006945.2	90	500	158081	Ropebwt3	156825	99.2055
GCF_000013425.1	90	500	89857	Ropebwt3	89357	99.4436
GCF_000195955.2	90	500	141084	Ropebwt3	140053	99.2692
GCF_000240185.1	90	500	181721	Ropebwt3	179286	98.6600
