assembly	ident	qlen	queries	tool	hits	recall
GCF_000006765.1	83	2000	93973	Blastn(ws=15)	93960	99.9862
GCF_000006945.2	83	2000	74285	Blastn(ws=15)	74274	99.9852
GCF_000013425.1	83	2000	42328	Blastn(ws=15)	42315	99.9693
GCF_000195955.2	83	2000	66181	Blastn(ws=15)	66171	99.9849
GCF_000240185.1	83	2000	85293	Blastn(ws=15)	85272	99.9754
GCF_001457635.1	83	2000	31674	Blastn(ws=15)	31667	99.9779
GCF_008632635.1	83	2000	59727	Blastn(ws=15)	59709	99.9699
GCF_018885085.1	83	2000	61454	Blastn(ws=15)	61433	99.9658
GCF_022869705.1	83	2000	43013	Blastn(ws=15)	43000	99.9698
GCF_000005845.2	84	250	297804	Blastn(ws=15)	289404	97.1794
GCF_000006765.1	84	250	402072	Blastn(ws=15)	390515	97.1256
GCF_000006945.2	84	250	318149	Blastn(ws=15)	309025	97.1322
GCF_000013425.1	84	250	181458	Blastn(ws=15)	176231	97.1194
GCF_000195955.2	84	250	282879	Blastn(ws=15)	274431	97.0136
GCF_000240185.1	84	250	364483	Blastn(ws=15)	354005	97.1252
GCF_001457635.1	84	250	135649	Blastn(ws=15)	131784	97.1507
GCF_008632635.1	84	250	255815	Blastn(ws=15)	248323	97.0713
GCF_018885085.1	84	250	262913	Blastn(ws=15)	253647	96.4756
GCF_022869705.1	84	250	184280	Blastn(ws=15)	178745	96.9964
GCF_000005845.2	84	500	146000	Blastn(ws=15)	145910	99.9384
GCF_000006765.1	84	500	197040	Blastn(ws=15)	196883	99.9203
GCF_000006945.2	84	500	155614	Blastn(ws=15)	155519	99.9390
GCF_000013425.1	84	500	88756	Blastn(ws=15)	88665	99.8975
GCF_000195955.2	84	500	138646	Blastn(ws=15)	138513	99.9041
GCF_000240185.1	84	500	179046	Blastn(ws=15)	178901	99.9190
GCF_001457635.1	84	500	66228	Blastn(ws=15)	66176	99.9215
GCF_008632635.1	84	500	124818	Blastn(ws=15)	124706	99.9103
GCF_018885085.1	84	500	128781	Blastn(ws=15)	128584	99.8470
GCF_022869705.1	84	500	90332	Blastn(ws=15)	90260	99.9203
GCF_000005845.2	84	1000	46415	Blastn(ws=15)	46408	99.9849
GCF_000006765.1	84	1000	62645	Blastn(ws=15)	62628	99.9729
GCF_000006945.2	84	1000	49511	Blastn(ws=15)	49499	99.9758
GCF_000013425.1	84	1000	28212	Blastn(ws=15)	28206	99.9787
GCF_000195955.2	84	1000	44113	Blastn(ws=15)	44105	99.9819
GCF_000240185.1	84	1000	56825	Blastn(ws=15)	56812	99.9771
GCF_001457635.1	84	1000	21110	Blastn(ws=15)	21102	99.9621
GCF_008632635.1	84	1000	39806	Blastn(ws=15)	39800	99.9849
GCF_018885085.1	84	1000	40959	Blastn(ws=15)	40944	99.9634
GCF_022869705.1	84	1000	28672	Blastn(ws=15)	28665	99.9756
GCF_000005845.2	84	2000	69639	Blastn(ws=15)	69619	99.9713
GCF_000006765.1	84	2000	93973	Blastn(ws=15)	93956	99.9819
GCF_000006945.2	84	2000	74283	Blastn(ws=15)	74269	99.9812
GCF_000013425.1	84	2000	42326	Blastn(ws=15)	42321	99.9882
GCF_000195955.2	84	2000	66180	Blastn(ws=15)	66167	99.9804
GCF_000240185.1	84	2000	85298	Blastn(ws=15)	85276	99.9742
GCF_001457635.1	84	2000	31673	Blastn(ws=15)	31665	99.9747
GCF_008632635.1	84	2000	59718	Blastn(ws=15)	59698	99.9665
GCF_018885085.1	84	2000	61447	Blastn(ws=15)	61430	99.9723
GCF_022869705.1	84	2000	43011	Blastn(ws=15)	43002	99.9791
GCF_000005845.2	85	250	298854	Blastn(ws=15)	295283	98.8051
GCF_000006765.1	85	250	402724	Blastn(ws=15)	397862	98.7927
GCF_000006945.2	85	250	319165	Blastn(ws=15)	315358	98.8072
GCF_000013425.1	85	250	181480	Blastn(ws=15)	179170	98.7271
GCF_000195955.2	85	250	283750	Blastn(ws=15)	280006	98.6805
GCF_000240185.1	85	250	366566	Blastn(ws=15)	362201	98.8092
GCF_001457635.1	85	250	135781	Blastn(ws=15)	134158	98.8047
GCF_008632635.1	85	250	256180	Blastn(ws=15)	252934	98.7329
GCF_018885085.1	85	250	263997	Blastn(ws=15)	259384	98.2526
GCF_022869705.1	85	250	184953	Blastn(ws=15)	182634	98.7462
GCF_000005845.2	85	500	145792	Blastn(ws=15)	145754	99.9739
GCF_000006765.1	85	500	197300	Blastn(ws=15)	197257	99.9782
GCF_000006945.2	85	500	155736	Blastn(ws=15)	155697	99.9750
GCF_000013425.1	85	500	88734	Blastn(ws=15)	88708	99.9707
GCF_000195955.2	85	500	139274	Blastn(ws=15)	139217	99.9591
GCF_000240185.1	85	500	179054	Blastn(ws=15)	179009	99.9749
GCF_001457635.1	85	500	66439	Blastn(ws=15)	66408	99.9533
GCF_008632635.1	85	500	124787	Blastn(ws=15)	124739	99.9615
GCF_018885085.1	85	500	128966	Blastn(ws=15)	128869	99.9248
GCF_022869705.1	85	500	90261	Blastn(ws=15)	90224	99.9590
GCF_000005845.2	85	1000	46418	Blastn(ws=15)	46410	99.9828
GCF_000006765.1	85	1000	62649	Blastn(ws=15)	62640	99.9856
GCF_000006945.2	85	1000	49512	Blastn(ws=15)	49504	99.9838
GCF_000013425.1	85	1000	28213	Blastn(ws=15)	28205	99.9716
GCF_000195955.2	85	1000	44115	Blastn(ws=15)	44103	99.9728
GCF_000240185.1	85	1000	56826	Blastn(ws=15)	56812	99.9754
GCF_001457635.1	85	1000	21112	Blastn(ws=15)	21104	99.9621
GCF_008632635.1	85	1000	39802	Blastn(ws=15)	39786	99.9598
GCF_018885085.1	85	1000	40962	Blastn(ws=15)	40950	99.9707
GCF_022869705.1	85	1000	28669	Blastn(ws=15)	28655	99.9512
GCF_000005845.2	85	2000	69629	Blastn(ws=15)	69615	99.9799
GCF_000006765.1	85	2000	93976	Blastn(ws=15)	93957	99.9798
GCF_000006945.2	85	2000	74288	Blastn(ws=15)	74278	99.9865
GCF_000013425.1	85	2000	42326	Blastn(ws=15)	42319	99.9835
GCF_000195955.2	85	2000	66182	Blastn(ws=15)	66170	99.9819
GCF_000240185.1	85	2000	85289	Blastn(ws=15)	85278	99.9871
GCF_001457635.1	85	2000	31672	Blastn(ws=15)	31668	99.9874
GCF_008632635.1	85	2000	59719	Blastn(ws=15)	59710	99.9849
GCF_018885085.1	85	2000	61455	Blastn(ws=15)	61439	99.9740
GCF_022869705.1	85	2000	43012	Blastn(ws=15)	43000	99.9721
GCF_000005845.2	86	250	299855	Blastn(ws=15)	298564	99.5695
GCF_000006765.1	86	250	405229	Blastn(ws=15)	403460	99.5635
GCF_000006945.2	86	250	319651	Blastn(ws=15)	318261	99.5652
GCF_000013425.1	86	250	182375	Blastn(ws=15)	181501	99.5208
GCF_000195955.2	86	250	285066	Blastn(ws=15)	283431	99.4264
GCF_000240185.1	86	250	365998	Blastn(ws=15)	364443	99.5751
GCF_001457635.1	86	250	136305	Blastn(ws=15)	135695	99.5525
GCF_008632635.1	86	250	256839	Blastn(ws=15)	255642	99.5339
GCF_018885085.1	86	250	264622	Blastn(ws=15)	262395	99.1584
GCF_022869705.1	86	250	184964	Blastn(ws=15)	184020	99.4896
GCF_000005845.2	86	500	146415	Blastn(ws=15)	146378	99.9747
GCF_000006765.1	86	500	197363	Blastn(ws=15)	197323	99.9797
GCF_000006945.2	86	500	155994	Blastn(ws=15)	155956	99.9756
GCF_000013425.1	86	500	89335	Blastn(ws=15)	89306	99.9675
GCF_000195955.2	86	500	139482	Blastn(ws=15)	139439	99.9692
GCF_000240185.1	86	500	179280	Blastn(ws=15)	179239	99.9771
GCF_001457635.1	86	500	66691	Blastn(ws=15)	66664	99.9595
GCF_008632635.1	86	500	125698	Blastn(ws=15)	125653	99.9642
GCF_018885085.1	86	500	129272	Blastn(ws=15)	129209	99.9513
GCF_022869705.1	86	500	90760	Blastn(ws=15)	90725	99.9614
GCF_000005845.2	86	1000	46416	Blastn(ws=15)	46406	99.9785
GCF_000006765.1	86	1000	62647	Blastn(ws=15)	62642	99.9920
GCF_000006945.2	86	1000	49516	Blastn(ws=15)	49508	99.9838
GCF_000013425.1	86	1000	28215	Blastn(ws=15)	28208	99.9752
GCF_000195955.2	86	1000	44116	Blastn(ws=15)	44107	99.9796
GCF_000240185.1	86	1000	56825	Blastn(ws=15)	56812	99.9771
GCF_001457635.1	86	1000	21108	Blastn(ws=15)	21103	99.9763
GCF_008632635.1	86	1000	39805	Blastn(ws=15)	39799	99.9849
GCF_018885085.1	86	1000	40962	Blastn(ws=15)	40951	99.9731
GCF_022869705.1	86	1000	28669	Blastn(ws=15)	28665	99.9860
GCF_000005845.2	86	2000	69636	Blastn(ws=15)	69628	99.9885
GCF_000006765.1	86	2000	93972	Blastn(ws=15)	93958	99.9851
GCF_000006945.2	86	2000	74289	Blastn(ws=15)	74276	99.9825
GCF_000013425.1	86	2000	42328	Blastn(ws=15)	42320	99.9811
GCF_000195955.2	86	2000	66184	Blastn(ws=15)	66175	99.9864
GCF_000240185.1	86	2000	85293	Blastn(ws=15)	85278	99.9824
GCF_001457635.1	86	2000	31668	Blastn(ws=15)	31662	99.9811
GCF_008632635.1	86	2000	59715	Blastn(ws=15)	59705	99.9833
GCF_018885085.1	86	2000	61458	Blastn(ws=15)	61440	99.9707
GCF_022869705.1	86	2000	43015	Blastn(ws=15)	43004	99.9744
GCF_000005845.2	87	250	301045	Blastn(ws=15)	300629	99.8618
GCF_000006765.1	87	250	404730	Blastn(ws=15)	404215	99.8728
GCF_000006945.2	87	250	320133	Blastn(ws=15)	319685	99.8601
GCF_000013425.1	87	250	182840	Blastn(ws=15)	182552	99.8425
GCF_000195955.2	87	250	285127	Blastn(ws=15)	284466	99.7682
GCF_000240185.1	87	250	367385	Blastn(ws=15)	366894	99.8664
GCF_001457635.1	87	250	136633	Blastn(ws=15)	136438	99.8573
GCF_008632635.1	87	250	257343	Blastn(ws=15)	256912	99.8325
GCF_018885085.1	87	250	264564	Blastn(ws=15)	263476	99.5888
GCF_022869705.1	87	250	185241	Blastn(ws=15)	184883	99.8067
GCF_000005845.2	87	500	146756	Blastn(ws=15)	146732	99.9836
GCF_000006765.1	87	500	198360	Blastn(ws=15)	198336	99.9879
GCF_000006945.2	87	500	156906	Blastn(ws=15)	156874	99.9796
GCF_000013425.1	87	500	89447	Blastn(ws=15)	89425	99.9754
GCF_000195955.2	87	500	139918	Blastn(ws=15)	139895	99.9836
GCF_000240185.1	87	500	179734	Blastn(ws=15)	179698	99.9800
GCF_001457635.1	87	500	66967	Blastn(ws=15)	66952	99.9776
GCF_008632635.1	87	500	125876	Blastn(ws=15)	125839	99.9706
GCF_018885085.1	87	500	129569	Blastn(ws=15)	129508	99.9529
GCF_022869705.1	87	500	90760	Blastn(ws=15)	90732	99.9691
GCF_000005845.2	87	1000	46416	Blastn(ws=15)	46413	99.9935
GCF_000006765.1	87	1000	62647	Blastn(ws=15)	62641	99.9904
GCF_000006945.2	87	1000	49516	Blastn(ws=15)	49512	99.9919
GCF_000013425.1	87	1000	28217	Blastn(ws=15)	28209	99.9716
GCF_000195955.2	87	1000	44118	Blastn(ws=15)	44117	99.9977
GCF_000240185.1	87	1000	56824	Blastn(ws=15)	56815	99.9842
GCF_001457635.1	87	1000	21111	Blastn(ws=15)	21107	99.9811
GCF_008632635.1	87	1000	39803	Blastn(ws=15)	39793	99.9749
GCF_018885085.1	87	1000	40960	Blastn(ws=15)	40946	99.9658
GCF_022869705.1	87	1000	28670	Blastn(ws=15)	28667	99.9895
GCF_000005845.2	87	2000	69632	Blastn(ws=15)	69623	99.9871
GCF_000006765.1	87	2000	93971	Blastn(ws=15)	93954	99.9819
GCF_000006945.2	87	2000	74287	Blastn(ws=15)	74273	99.9812
GCF_000013425.1	87	2000	42327	Blastn(ws=15)	42319	99.9811
GCF_000195955.2	87	2000	66183	Blastn(ws=15)	66176	99.9894
GCF_000240185.1	87	2000	85283	Blastn(ws=15)	85268	99.9824
GCF_001457635.1	87	2000	31675	Blastn(ws=15)	31673	99.9937
GCF_008632635.1	87	2000	59722	Blastn(ws=15)	59710	99.9799
GCF_018885085.1	87	2000	61465	Blastn(ws=15)	61450	99.9756
GCF_022869705.1	87	2000	43012	Blastn(ws=15)	43002	99.9768
GCF_000005845.2	88	250	300569	Blastn(ws=15)	300461	99.9641
GCF_000006765.1	88	250	406371	Blastn(ws=15)	406189	99.9552
GCF_000006945.2	88	250	320384	Blastn(ws=15)	320231	99.9522
GCF_000013425.1	88	250	183215	Blastn(ws=15)	183100	99.9372
GCF_000195955.2	88	250	286457	Blastn(ws=15)	286103	99.8764
GCF_000240185.1	88	250	368354	Blastn(ws=15)	368205	99.9595
GCF_001457635.1	88	250	136827	Blastn(ws=15)	136757	99.9488
GCF_008632635.1	88	250	258658	Blastn(ws=15)	258507	99.9416
GCF_018885085.1	88	250	265669	Blastn(ws=15)	265043	99.7644
GCF_022869705.1	88	250	186167	Blastn(ws=15)	186028	99.9253
GCF_000005845.2	88	500	147439	Blastn(ws=15)	147413	99.9824
GCF_000006765.1	88	500	198502	Blastn(ws=15)	198475	99.9864
GCF_000006945.2	88	500	157058	Blastn(ws=15)	157031	99.9828
GCF_000013425.1	88	500	89475	Blastn(ws=15)	89449	99.9709
GCF_000195955.2	88	500	139594	Blastn(ws=15)	139573	99.9850
GCF_000240185.1	88	500	179981	Blastn(ws=15)	179951	99.9833
GCF_001457635.1	88	500	67136	Blastn(ws=15)	67122	99.9791
GCF_008632635.1	88	500	126284	Blastn(ws=15)	126262	99.9826
GCF_018885085.1	88	500	130255	Blastn(ws=15)	130209	99.9647
GCF_022869705.1	88	500	91116	Blastn(ws=15)	91093	99.9748
GCF_000005845.2	88	1000	46418	Blastn(ws=15)	46413	99.9892
GCF_000006765.1	88	1000	62645	Blastn(ws=15)	62640	99.9920
GCF_000006945.2	88	1000	49514	Blastn(ws=15)	49508	99.9879
GCF_000013425.1	88	1000	28213	Blastn(ws=15)	28207	99.9787
GCF_000195955.2	88	1000	44119	Blastn(ws=15)	44117	99.9955
GCF_000240185.1	88	1000	56823	Blastn(ws=15)	56815	99.9859
GCF_001457635.1	88	1000	21109	Blastn(ws=15)	21103	99.9716
GCF_008632635.1	88	1000	39804	Blastn(ws=15)	39799	99.9874
GCF_018885085.1	88	1000	40964	Blastn(ws=15)	40958	99.9854
GCF_022869705.1	88	1000	28670	Blastn(ws=15)	28666	99.9860
GCF_000005845.2	88	2000	69635	Blastn(ws=15)	69627	99.9885
GCF_000006765.1	88	2000	93973	Blastn(ws=15)	93960	99.9862
GCF_000006945.2	88	2000	74282	Blastn(ws=15)	74276	99.9919
GCF_000013425.1	88	2000	42332	Blastn(ws=15)	42325	99.9835
GCF_000195955.2	88	2000	66182	Blastn(ws=15)	66175	99.9894
GCF_000240185.1	88	2000	85285	Blastn(ws=15)	85274	99.9871
GCF_001457635.1	88	2000	31675	Blastn(ws=15)	31670	99.9842
GCF_008632635.1	88	2000	59722	Blastn(ws=15)	59709	99.9782
GCF_018885085.1	88	2000	61456	Blastn(ws=15)	61438	99.9707
GCF_022869705.1	88	2000	43010	Blastn(ws=15)	43003	99.9837
GCF_000005845.2	89	250	302078	Blastn(ws=15)	302032	99.9848
GCF_000006765.1	89	250	407119	Blastn(ws=15)	407057	99.9848
GCF_000006945.2	89	250	322170	Blastn(ws=15)	322102	99.9789
GCF_000013425.1	89	250	183838	Blastn(ws=15)	183783	99.9701
GCF_000195955.2	89	250	286793	Blastn(ws=15)	286474	99.8888
GCF_000240185.1	89	250	368930	Blastn(ws=15)	368865	99.9824
GCF_001457635.1	89	250	137632	Blastn(ws=15)	137587	99.9673
GCF_008632635.1	89	250	258575	Blastn(ws=15)	258492	99.9679
GCF_018885085.1	89	250	266589	Blastn(ws=15)	266191	99.8507
GCF_022869705.1	89	250	186448	Blastn(ws=15)	186368	99.9571
GCF_000005845.2	89	500	147685	Blastn(ws=15)	147666	99.9871
GCF_000006765.1	89	500	199028	Blastn(ws=15)	199002	99.9869
GCF_000006945.2	89	500	157457	Blastn(ws=15)	157436	99.9867
GCF_000013425.1	89	500	89796	Blastn(ws=15)	89781	99.9833
GCF_000195955.2	89	500	140397	Blastn(ws=15)	140373	99.9829
GCF_000240185.1	89	500	180246	Blastn(ws=15)	180216	99.9834
GCF_001457635.1	89	500	67180	Blastn(ws=15)	67167	99.9806
GCF_008632635.1	89	500	126667	Blastn(ws=15)	126641	99.9795
GCF_018885085.1	89	500	129764	Blastn(ws=15)	129731	99.9746
GCF_022869705.1	89	500	91057	Blastn(ws=15)	91036	99.9769
GCF_000005845.2	89	1000	46416	Blastn(ws=15)	46412	99.9914
GCF_000006765.1	89	1000	62641	Blastn(ws=15)	62634	99.9888
